,microwave_11_Trans_V7_gradTruth,microwave_11_Trans_V7_predicted
3401,4.0,4.610058
3402,4.0,4.6176686
3403,4.0,4.6134944
3404,4.0,4.5679035
3405,4.0,4.381526
3406,4.0,4.6228533
3407,4.0,4.6875257
3408,4.0,4.6848893
3409,4.0,4.6728125
3410,4.0,4.6713104
3411,4.0,4.6734457
3412,4.0,4.6785665
3413,4.0,4.6793647
3414,4.0,4.6764593
3415,4.0,4.6779723
3416,4.0,4.678011
3417,4.0,4.680214
3418,4.0,4.6787834
3419,4.0,4.584985
3420,4.0,4.512986
3421,4.0,4.532288
3422,4.0,4.5629783
3423,4.0,4.5796895
3424,5.0,4.583372
3425,5.0,4.5759125
3426,4.0,4.5765553
3427,4.0,4.5626993
3428,4.0,4.570398
3429,4.0,4.5723705
3430,4.0,4.576283
3431,4.0,4.576188
3432,4.0,4.592351
3433,4.0,4.591435
3434,4.0,4.582611
3435,4.0,4.591427
3436,5.0,4.5826735
3437,4.0,4.6000633
3438,4.0,4.580662
3439,5.0,4.5754786
3440,4.0,4.590565
3441,4.0,4.59567
3442,4.0,4.5826364
3443,4.0,4.582953
3444,4.0,4.594156
3445,4.0,4.5921493
3446,4.0,4.846447
3447,4.0,4.5639005
3448,4.0,4.6599183
3449,4.0,4.685043
3450,4.0,4.6916766
3451,4.0,4.7133923
3452,4.0,4.717821
3453,4.0,4.7181
3454,4.0,4.7257614
3455,4.0,4.7089977
3456,4.0,4.704516
3457,4.0,4.687121
3458,4.0,4.686656
3459,4.0,4.7068934
3460,4.0,4.701785
3461,5.0,4.7091575
3462,4.0,4.700018
3463,4.0,4.7032566
3464,4.0,4.694998
3465,4.0,4.7267814
3466,4.0,4.702753
3467,4.0,4.705376
3468,4.0,4.692052
3469,4.0,4.703865
3470,4.0,4.692541
3471,4.0,4.7037916
3472,4.0,4.7101107
3473,4.0,4.706801
3474,4.0,4.7050595
3475,4.0,4.701114
3476,4.0,4.7109795
3477,4.0,4.7196717
3478,4.0,4.694098
3479,4.0,4.7110615
3480,4.0,4.7183456
3481,4.0,4.7122126
3482,4.0,4.7123528
3483,5.0,4.717253
3484,4.0,4.717193
3485,4.0,4.7275653
3486,4.0,4.7203183
3487,4.0,4.727777
3488,4.0,4.7323365
3489,4.0,4.72316
3490,4.0,4.70657
3491,4.0,4.6919513
3492,4.0,4.6672993
3493,4.0,4.678512
3494,4.0,4.657795
3495,4.0,4.666301
3496,5.0,4.6464295
3497,4.0,4.6616354
3498,4.0,4.6473846
3499,4.0,4.6745505
3500,4.0,4.633038
3501,4.0,4.6365633
3502,4.0,5.1128216
3503,4.0,5.177713
3504,4.0,4.975832
3505,4.0,4.9265146
3506,4.0,4.999658
3507,4.0,5.019633
3508,4.0,4.991249
3509,4.0,4.979397
3510,4.0,4.9794946
3511,4.0,4.975268
3512,4.0,4.9723077
3513,4.0,4.9597573
3514,4.0,4.955091
3515,4.0,4.947298
3516,4.0,4.940813
3517,4.0,4.937322
3518,4.0,4.9371037
3519,4.0,4.9386973
3520,4.0,4.9373074
3521,4.0,4.936111
3522,4.0,4.934955
3523,4.0,4.9389224
3524,4.0,4.9409413
3525,4.0,4.9957952
3526,4.0,4.9865637
3527,4.0,4.9286275
3528,4.0,4.932139
3529,4.0,4.9371567
3530,4.0,4.93922
3531,4.0,4.939535
3532,4.0,4.9413104
3533,4.0,4.567741
3534,4.0,4.530638
3535,4.0,4.2136164
3536,4.0,4.3205132
3537,4.0,4.7937512
3538,4.0,4.921993
3539,4.0,5.040292
3540,4.0,4.929829
3541,4.0,4.8965864
3542,4.0,4.8849063
3543,4.0,4.8870754
3544,4.0,4.8951674
3545,4.0,4.8924427
3546,4.0,4.888418
3547,4.0,4.871747
3548,4.0,4.865437
3549,4.0,4.8661084
3550,4.0,4.8945374
3551,4.0,4.90038
3552,4.0,4.8928123
3553,4.0,4.893451
3554,4.0,4.8983316
3555,4.0,4.901756
3556,4.0,4.8923345
3557,4.0,4.8944163
3558,4.0,4.9018607
3559,4.0,4.8912654
3560,4.0,4.9000998
3561,4.0,4.8969665
3562,4.0,4.8976493
3563,4.0,4.893847
3564,4.0,4.902327
3565,4.0,4.897252
3566,4.0,4.894838
3567,4.0,4.8969307
3568,4.0,4.8985515
3569,4.0,4.894416
3570,4.0,4.8987784
3571,4.0,4.896737
3572,4.0,4.895242
3573,4.0,4.89911
3574,4.0,4.8957467
3575,5.0,4.8976746
3576,4.0,4.897055
3577,4.0,4.893808
3578,4.0,4.8979373
3579,4.0,4.8958335
3580,4.0,4.9116607
3581,4.0,4.895045
3582,4.0,4.92464
3583,4.0,4.906708
3584,4.0,4.2114806
3585,4.0,5.148013
3586,4.0,3.4556592
3587,4.0,4.404844
3588,4.0,4.9774365
3589,4.0,5.087378
3590,4.0,4.8136306
3591,4.0,4.804126
3592,4.0,4.8251443
3593,4.0,4.8353534
3594,4.0,4.832714
3595,4.0,4.8359528
3596,4.0,4.838038
3597,4.0,4.8410172
3598,4.0,4.841039
3599,4.0,4.8443847
3600,4.0,4.845535
3601,4.0,4.843595
3602,4.0,4.84854
3603,4.0,4.847855
3604,4.0,4.850019
3605,4.0,4.8519197
3606,4.0,4.4269347
3607,4.0,4.4257703
3608,4.0,4.43657
3609,4.0,4.430291
3610,4.0,4.4284554
3611,4.0,4.4294834
3612,4.0,4.427422
3613,4.0,4.4285083
3614,4.0,4.42885
3615,4.0,4.436587
3616,4.0,4.427323
3617,4.0,4.429009
3618,4.0,4.43234
3619,4.0,4.4246097
3620,4.0,4.4327774
3621,4.0,4.434396
3622,4.0,4.4405923
3623,4.0,4.4296913
3624,4.0,4.4241967
3625,4.0,4.4197745
3626,4.0,4.438848
3627,4.0,4.4272995
3628,4.0,4.421287
3629,4.0,4.4333253
3630,4.0,4.42151
3631,4.0,4.4303217
3632,4.0,4.436312
3633,4.0,4.420221
3634,4.0,4.4524837
3635,4.0,4.469791
3636,4.0,4.47119
3637,4.0,4.5258045
3638,4.0,4.532991
3639,4.0,4.546378
3640,4.0,4.5543556
3641,4.0,4.55864
3642,4.0,4.545745
3643,4.0,4.5551066
3644,4.0,4.549138
3645,4.0,4.5601697
3646,4.0,4.540652
3647,4.0,4.559353
3648,4.0,4.5579515
3649,4.0,4.553315
3650,4.0,4.550529
3651,4.0,4.554975
3652,4.0,4.5516114
3653,4.0,4.554918
3654,4.0,4.5517497
3655,4.0,4.5536294
3656,4.0,4.548837
3657,4.0,4.5510654
3658,4.0,4.5563393
3659,4.0,4.5503454
3660,4.0,4.5519023
3661,4.0,4.5499845
3662,4.0,4.551296
3663,4.0,4.55121
3664,4.0,4.5526166
3665,4.0,4.553709
3666,4.0,4.549187
3667,4.0,4.5529814
3668,4.0,4.5541224
3669,4.0,4.5477166
3670,4.0,4.5509267
3671,4.0,4.558635
3672,4.0,4.547199
3673,4.0,4.5494943
3674,4.0,4.555228
3675,4.0,4.5533876
3676,4.0,4.548347
3677,4.0,4.5522304
3678,4.0,4.553365
3679,4.0,4.5506525
3680,4.0,4.5515018
3681,4.0,4.5534496
3682,4.0,4.550222
3683,4.0,4.5526032
3684,4.0,4.550134
3685,4.0,4.553732
3686,4.0,4.5537148
3687,4.0,4.5449705
3688,4.0,4.5603037
3689,4.0,4.541177
3690,4.0,4.5535865
3691,4.0,4.566582
3692,4.0,4.5462317
3693,4.0,4.547482
3694,4.0,4.5622807
3695,4.0,4.5447106
3696,4.0,4.5460305
3697,4.0,4.553494
3698,4.0,4.560018
3699,4.0,4.5544953
3700,4.0,4.5455985
3701,4.0,4.5575795
3702,4.0,4.556229
3703,4.0,4.551606
3704,4.0,4.5517344
3705,4.0,4.555218
3706,4.0,4.5549235
3707,4.0,4.5563216
3708,4.0,4.549161
3709,4.0,4.550432
3710,4.0,4.5579605
3711,4.0,4.548901
3712,4.0,4.5551105
3713,4.0,4.549554
3714,4.0,4.5556693
3715,4.0,4.5493307
3716,4.0,4.554247
3717,4.0,4.553972
3718,4.0,4.5511346
3719,4.0,4.55366
3720,4.0,4.552511
3721,4.0,4.555636
3722,4.0,4.54867
3723,4.0,4.556518
3724,4.0,4.5555577
3725,4.0,4.546782
3726,4.0,4.554393
3727,4.0,4.5535803
3728,4.0,4.558789
3729,4.0,4.5527387
3730,4.0,4.547793
3731,4.0,4.5605407
3732,4.0,4.553618
3733,4.0,4.548955
3734,4.0,4.557241
3735,4.0,4.557347
3736,4.0,4.5495677
3737,4.0,4.551146
3738,4.0,4.5586004
3739,4.0,4.5499363
3740,4.0,4.553357
3741,4.0,4.5582266
3742,4.0,4.549465
3743,4.0,4.5526595
3744,4.0,4.556243
3745,4.0,4.555929
3746,4.0,4.5249615
3747,4.0,4.5566363
3748,4.0,4.5629215
3749,4.0,4.5513
3750,4.0,4.5650353
3751,4.0,4.5474305
3752,4.0,4.5567265
3753,4.0,4.5583844
3754,4.0,4.5638885
3755,4.0,4.5508485
3756,4.0,4.5525994
3757,4.0,4.560081
3758,4.0,4.561334
3759,4.0,4.5504694
3760,4.0,4.559671
3761,4.0,4.563418
3762,4.0,4.5599093
3763,4.0,4.5622115
3764,4.0,4.5602674
3765,4.0,4.550622
3766,4.0,4.560207
3767,4.0,4.5558305
3768,4.0,4.5556035
3769,4.0,4.56138
3770,4.0,4.55568
3771,4.0,4.562168
3772,4.0,4.558371
3773,5.0,4.556117
3774,4.0,4.5498695
3775,4.0,4.5617204
3776,4.0,4.553558
3777,4.0,4.5547123
3778,4.0,4.554054
3779,4.0,4.5607038
3780,4.0,4.5557194
3781,4.0,4.5550222
3782,4.0,4.557898
3783,4.0,4.5525618
3784,4.0,4.559365
3785,4.0,4.5538874
3786,4.0,4.5602703
3787,4.0,4.5532827
3788,4.0,4.552452
3789,4.0,4.562497
3790,4.0,4.555687
3791,4.0,4.5576315
3792,4.0,4.555828
3793,4.0,4.55665
3794,4.0,4.5608296
3795,4.0,4.5474253
3796,4.0,4.5581245
3797,4.0,4.5570536
3798,4.0,4.553803
3799,4.0,4.5589333
3800,4.0,4.558938
3801,4.0,4.555142
3802,4.0,4.5539904
3803,4.0,4.5585275
3804,4.0,4.5549517
3805,4.0,4.5546083
3806,4.0,4.555648
3807,4.0,4.5555305
3808,4.0,4.5549335
3809,4.0,4.5540376
3810,4.0,4.566905
3811,4.0,4.551571
3812,4.0,4.5611567
3813,4.0,4.565093
3814,4.0,4.551801
3815,4.0,4.5608335
3816,4.0,4.565452
3817,4.0,4.561206
3818,4.0,4.5524235
3819,4.0,4.5566745
3820,5.0,4.560618
3821,4.0,4.565064
3822,4.0,4.554738
3823,4.0,4.560554
3824,4.0,4.553262
3825,4.0,4.5589867
3826,4.0,4.5549927
3827,4.0,4.5536733
3828,4.0,4.5586786
3829,4.0,4.568929
3830,4.0,4.5504313
3831,4.0,4.5564895
3832,4.0,4.5588655
3833,4.0,4.554672
3834,4.0,4.558722
3835,4.0,4.5516977
3836,4.0,4.5583653
3837,4.0,4.5555253
3838,4.0,4.554231
3839,4.0,4.55837
3840,4.0,4.5539937
3841,4.0,4.5553517
3842,4.0,4.557407
3843,4.0,4.557763
3844,4.0,4.5536137
3845,4.0,4.5551953
3846,4.0,4.5670624
3847,4.0,4.5419145
3848,4.0,4.560487
3849,4.0,4.556393
3850,4.0,4.555302
3851,4.0,4.555203
3852,4.0,4.5612707
3853,4.0,4.552162
3854,4.0,4.5562515
3855,4.0,4.5552936
3856,4.0,4.5561757
3857,4.0,4.554257
3858,4.0,4.555131
3859,4.0,4.561586
3860,4.0,4.554303
3861,4.0,4.554125
3862,4.0,4.5613694
3863,4.0,4.550162
3864,4.0,4.560338
3865,4.0,4.5556884
3866,4.0,4.5516405
3867,4.0,4.5586624
3868,4.0,4.5539865
3869,4.0,4.55551
3870,4.0,4.5595403
3871,4.0,4.5652146
3872,4.0,4.553324
3873,4.0,4.5560174
3874,4.0,4.5535526
3875,4.0,4.562969
3876,4.0,4.5603333
3877,4.0,4.562353
3878,4.0,4.551939
3879,4.0,4.559693
3880,4.0,4.560129
3881,4.0,4.561057
3882,4.0,4.5557547
3883,4.0,4.5665207
3884,4.0,4.554998
3885,4.0,4.557248
3886,4.0,4.5557866
3887,4.0,4.555685
3888,4.0,4.5680017
3889,4.0,4.555338
3890,4.0,4.5641685
3891,4.0,4.554374
3892,4.0,4.5563226
3893,4.0,4.5576186
3894,4.0,4.555886
3895,4.0,4.55808
3896,4.0,4.558081
3897,4.0,4.558475
3898,4.0,4.5561633
3899,4.0,4.554853
3900,4.0,4.559846
3901,4.0,4.5542073
3902,4.0,4.553793
3903,4.0,4.5585504
3904,4.0,4.557727
3905,4.0,4.558415
3906,4.0,4.557873
3907,4.0,4.555598
3908,4.0,4.5553246
3909,4.0,4.556935
3910,4.0,4.5580072
3911,4.0,4.5527244
3912,4.0,4.560207
3913,4.0,4.555134
3914,4.0,4.5569363
3915,5.0,4.5555544
3916,4.0,4.5568633
3917,4.0,4.554778
3918,4.0,4.5560102
3919,4.0,4.560045
3920,4.0,4.555841
3921,4.0,4.5542436
3922,4.0,4.5578527
3923,4.0,4.5548677
3924,4.0,4.5558066
3925,4.0,4.5581894
3926,4.0,4.557256
3927,4.0,4.55499
3928,4.0,4.5589557
3929,4.0,4.549217
3930,4.0,4.562534
3931,4.0,4.554973
3932,4.0,4.5563474
3933,4.0,4.5561767
3934,4.0,4.5629497
3935,4.0,4.5581756
3936,4.0,6.24291
3937,4.0,5.28613
3938,4.0,4.2641797
3939,5.0,4.4840736
3940,4.0,4.4297194
3941,4.0,4.271194
3942,4.0,4.1531262
3943,4.0,4.2297645
3944,4.0,4.233534
3945,4.0,4.301275
3946,5.0,4.316732
3947,4.0,4.2885494
3948,4.0,4.2490435
3949,5.0,4.311708
3950,4.0,4.34656
3951,4.0,4.340266
3952,4.0,4.3589215
3953,5.0,4.401904
3954,4.0,4.390251
3955,4.0,4.393396
3956,4.0,4.4637704
3957,4.0,4.43087
3958,4.0,4.375951
3959,5.0,4.410511
3960,4.0,4.432499
3961,4.0,4.4804497
3962,4.0,4.5217614
3963,4.0,4.536587
3964,4.0,4.5809746
3965,4.0,4.592384
3966,5.0,3.9257896
3967,4.0,3.9403586
3968,4.0,3.8913474
3969,5.0,4.25292
3970,4.0,5.019646
3971,4.0,4.5218062
3972,5.0,4.406936
3973,4.0,4.370493
3974,4.0,4.4417186
3975,4.0,4.530863
3976,4.0,4.5283136
3977,4.0,4.460046
3978,4.0,4.4110994
3979,4.0,4.438322
3980,4.0,4.503573
3981,4.0,4.5325217
3982,4.0,4.4981503
3983,4.0,4.4904084
3984,4.0,4.530171
3985,5.0,4.690496
3986,4.0,4.6861773
3987,4.0,4.6719356
3988,4.0,4.615526
3989,4.0,4.678818
3990,4.0,4.609706
3991,4.0,4.633339
3992,4.0,4.60914
3993,5.0,4.686891
3994,4.0,4.660942
3995,4.0,4.6221066
3996,4.0,4.589682
3997,5.0,4.7061806
3998,4.0,4.6905236
3999,4.0,4.6042304
4000,4.0,4.6330686
4001,4.0,4.690883
4002,4.0,4.6806827
4003,4.0,4.6107035
4004,4.0,4.594754
4005,4.0,4.611019
4006,4.0,4.602252
4007,4.0,4.6529565
4008,4.0,4.586711
4009,4.0,4.636152
4010,4.0,4.647347
4011,5.0,4.623284
4012,4.0,4.658883
4013,5.0,4.703193
4014,4.0,4.6872535
4015,5.0,4.6666303
4016,5.0,4.6739435
4017,4.0,4.702283
4018,4.0,4.6876836
4019,4.0,4.686022
4020,4.0,4.6943307
4021,4.0,4.696467
4022,4.0,4.6874475
4023,4.0,4.684965
4024,4.0,4.6635427
4025,4.0,4.664746
4026,5.0,4.664794
4027,4.0,4.6790104
4028,4.0,4.6614437
4029,4.0,4.671719
4030,5.0,4.647084
4031,4.0,4.642388
4032,4.0,4.680917
4033,4.0,4.6884894
4034,4.0,4.698116
4035,5.0,4.709189
4036,4.0,4.685873
4037,5.0,4.6612945
4038,5.0,4.6602125
4039,5.0,4.6610436
4040,5.0,4.6601853
4041,4.0,4.666843
4042,4.0,4.661947
4043,4.0,4.6457834
4044,4.0,4.6545963
4045,4.0,4.667129
4046,4.0,4.6540427
4047,4.0,4.6194177
4048,4.0,4.683891
4049,4.0,4.6230702
4050,4.0,4.6321564
4051,5.0,4.612834
4052,4.0,4.677103
4053,4.0,4.61123
4054,4.0,4.6377425
4055,4.0,4.6688833
4056,4.0,4.6747456
4057,4.0,4.6268497
4058,4.0,4.595346
4059,5.0,4.689354
4060,4.0,4.048926
4061,4.0,4.2176313
4062,4.0,4.162815
4063,4.0,4.585361
4064,4.0,5.068169
4065,4.0,4.670633
4066,4.0,4.6146216
4067,4.0,4.488794
4068,4.0,4.5263886
4069,4.0,4.6444182
4070,4.0,4.678932
4071,4.0,4.591358
4072,4.0,4.5494485
4073,5.0,4.6294017
4074,4.0,4.6816497
4075,4.0,4.5692463
4076,4.0,4.026324
4077,4.0,4.187045
4078,5.0,4.160007
4079,5.0,4.6021256
4080,4.0,5.0844283
4081,4.0,4.6728806
4082,4.0,4.5882487
4083,4.0,4.5626006
4084,5.0,4.6287656
4085,4.0,4.731012
4086,4.0,4.713948
4087,4.0,4.66514
4088,4.0,4.710003
4089,4.0,4.680082
4090,4.0,4.6772723
4091,4.0,4.2506537
4092,4.0,4.043133
4093,5.0,4.206892
4094,5.0,4.2565618
4095,5.0,4.560406
4096,4.0,5.133395
4097,5.0,4.6858764
4098,4.0,4.603991
4099,4.0,4.558822
4100,4.0,4.6167264
4101,4.0,4.7385526
4102,5.0,4.7254667
4103,4.0,4.666201
4104,4.0,4.636329
4105,4.0,4.6706715
4106,4.0,4.710559
4107,4.0,4.036802
4108,4.0,4.2616253
4109,4.0,4.226065
4110,5.0,4.4738708
4111,4.0,5.135805
4112,4.0,4.6530595
4113,4.0,4.5807447
4114,4.0,4.548367
4115,4.0,4.5325775
4116,4.0,4.641385
4117,4.0,4.699957
4118,4.0,4.659304
4119,4.0,4.5556536
4120,5.0,4.6128907
4121,4.0,4.712822
4122,4.0,4.5581946
4123,5.0,4.064421
4124,4.0,4.2645597
4125,4.0,4.2588205
4126,4.0,4.5699525
4127,4.0,5.105509
4128,4.0,4.7140274
4129,4.0,4.5709224
4130,4.0,4.613515
4131,4.0,4.697827
4132,5.0,4.8616004
4133,4.0,4.8646536
4134,4.0,4.826359
4135,5.0,4.766499
4136,4.0,4.8487644
4137,4.0,4.825343
4138,4.0,4.8555
4139,4.0,4.864386
4140,4.0,4.8130984
4141,4.0,4.7668743
4142,4.0,4.7755146
4143,5.0,4.797004
4144,4.0,4.802953
4145,4.0,4.7919426
4146,4.0,4.760919
4147,4.0,4.781374
4148,4.0,4.79824
4149,4.0,4.800992
4150,4.0,4.8228273
4151,4.0,4.805288
4152,4.0,4.76959
4153,4.0,4.766158
4154,4.0,4.843493
4155,5.0,4.8099165
4156,4.0,4.792257
4157,4.0,4.7557473
4158,4.0,4.7466354
4159,4.0,4.800363
4160,4.0,4.751094
4161,4.0,4.723446
4162,4.0,4.7347865
4163,4.0,4.754387
4164,4.0,4.765987
4165,4.0,4.72242
4166,4.0,4.7074122
4167,4.0,4.724347
4168,4.0,4.7563853
4169,4.0,4.744299
4170,4.0,4.7514668
4171,4.0,4.6770864
4172,5.0,4.7179275
4173,5.0,4.7192683
4174,4.0,4.667195
4175,4.0,4.667282
4176,4.0,4.7227654
4177,4.0,4.7510085
4178,4.0,4.7531066
4179,4.0,4.7488036
4180,4.0,4.7322593
4181,4.0,4.751283
4182,4.0,4.669757
4183,4.0,5.0289893
4184,4.0,5.0233183
4185,4.0,4.9058166
4186,5.0,4.9345627
4187,4.0,4.970178
4188,4.0,4.950841
4189,4.0,4.792586
4190,4.0,4.8627477
4191,4.0,4.8576255
4192,4.0,4.969947
4193,5.0,4.8761854
4194,4.0,4.8053803
4195,4.0,4.7933025
4196,4.0,4.8131
4197,4.0,4.780726
4198,4.0,4.15458
4199,5.0,4.5680623
4200,4.0,4.3654156
4201,4.0,4.695252
4202,4.0,4.7776804
4203,4.0,4.7875514
4204,4.0,4.671425
4205,4.0,4.614209
4206,4.0,4.6574035
4207,5.0,4.747809
4208,4.0,4.772257
4209,4.0,4.737883
4210,4.0,4.7105207
4211,5.0,4.710428
4212,4.0,4.7193103
4213,4.0,4.7294893
4214,4.0,4.6258893
4215,4.0,4.59067
4216,4.0,4.6420546
4217,4.0,4.642898
4218,5.0,4.731942
4219,4.0,4.6475196
4220,4.0,4.6760306
4221,5.0,4.6525655
4222,4.0,4.6622796
4223,4.0,4.674269
4224,4.0,5.225805
4225,4.0,4.5632687
4226,4.0,4.580572
4227,4.0,4.429769
4228,4.0,4.5630283
4229,5.0,4.6998205
4230,5.0,4.783032
4231,4.0,4.7934766
4232,5.0,4.7990246
4233,5.0,4.7741714
4234,4.0,4.775307
4235,4.0,4.8051424
4236,5.0,4.8200397
4237,4.0,4.780178
4238,4.0,4.7630973
4239,4.0,4.769688
4240,4.0,4.768169
4241,5.0,4.7579517
4242,4.0,4.777995
4243,4.0,4.6590443
4244,4.0,4.6014776
4245,4.0,4.639789
4246,4.0,4.646735
4247,4.0,4.6711297
4248,4.0,4.666235
4249,4.0,4.678518
4250,4.0,4.687626
4251,4.0,4.6721363
4252,4.0,4.7051916
4253,4.0,4.68776
4254,4.0,4.6670165
4255,4.0,4.6813703
4256,4.0,4.6877966
4257,4.0,4.67958
4258,4.0,4.7139926
4259,4.0,4.6663427
4260,4.0,4.705803
4261,4.0,4.676805
4262,5.0,4.697095
4263,4.0,4.678522
4264,4.0,4.686314
4265,5.0,4.688698
4266,4.0,4.6808734
4267,4.0,5.2444053
4268,4.0,5.0881767
4269,4.0,4.9911065
4270,4.0,4.7154484
4271,4.0,4.687248
4272,4.0,4.69608
4273,4.0,4.6939178
4274,4.0,4.6777472
4275,4.0,4.6620445
4276,4.0,4.654042
4277,4.0,4.6518235
4278,4.0,4.647783
4279,4.0,4.639814
4280,4.0,4.6322145
4281,4.0,4.6245713
4282,4.0,4.619038
4283,4.0,4.6107044
4284,4.0,4.6130714
4285,4.0,4.6139884
4286,4.0,4.615354
4287,4.0,4.61602
4288,4.0,4.616744
4289,4.0,4.6173687
4290,4.0,4.6089935
4291,4.0,4.551353
4292,4.0,4.464987
4293,4.0,4.456804
4294,4.0,4.479293
4295,4.0,4.4819746
4296,4.0,4.4809284
4297,4.0,4.4752812
4298,4.0,4.4814167
4299,4.0,4.480724
4300,4.0,4.4804196
4301,4.0,4.4823008
4302,4.0,4.4819894
4303,4.0,4.4813995
4304,5.0,4.4891033
4305,4.0,4.4893155
4306,4.0,4.4875665
4307,4.0,4.4931445
4308,4.0,4.496027
4309,4.0,4.508582
4310,4.0,4.5185385
4311,4.0,4.516475
4312,4.0,4.496436
4313,4.0,4.4729514
4314,4.0,4.4698
4315,4.0,4.5493197
4316,4.0,4.5267577
4317,4.0,4.5919228
4318,4.0,4.584789
4319,4.0,4.570865
4320,4.0,4.5685983
4321,4.0,4.5609035
4322,4.0,4.565632
4323,4.0,4.5702596
4324,4.0,4.5696306
4325,4.0,4.5643797
4326,4.0,4.564679
4327,4.0,4.565691
4328,4.0,4.570349
4329,4.0,4.5639377
4330,4.0,4.5736175
4331,4.0,4.566903
4332,4.0,4.568848
4333,4.0,4.5608063
4334,4.0,4.5614796
4335,4.0,4.5691977
4336,4.0,4.5608244
4337,4.0,4.571566
4338,4.0,4.573151
4339,5.0,4.5672846
4340,4.0,4.5664816
4341,4.0,4.557763
4342,4.0,4.5602603
4343,4.0,4.5619287
4344,4.0,4.565546
4345,4.0,4.5668526
4346,4.0,4.5666447
4347,4.0,4.563016
4348,4.0,4.5597043
4349,4.0,4.572722
4350,4.0,4.5596337
4351,4.0,4.5595965
4352,4.0,4.5658836
4353,4.0,4.566712
4354,4.0,4.560921
4355,4.0,4.5565286
4356,4.0,4.559427
4357,4.0,4.564041
4358,4.0,4.56586
4359,5.0,4.560153
4360,4.0,4.574178
4361,4.0,4.578445
4362,4.0,4.564974
4363,4.0,4.5729156
4364,4.0,4.5661874
4365,4.0,4.567237
4366,4.0,4.576093
4367,4.0,4.5726576
4368,4.0,4.575096
4369,4.0,4.570375
4370,4.0,4.56525
4371,4.0,4.568465
4372,4.0,4.576813
4373,4.0,4.5687194
4374,4.0,4.5698195
4375,4.0,4.561827
4376,4.0,4.5673604
4377,4.0,4.5718603
4378,4.0,4.5644364
4379,4.0,4.564752
4380,4.0,4.5645733
4381,4.0,4.5691423
4382,4.0,4.564291
4383,4.0,4.568496
4384,4.0,4.563194
4385,4.0,4.5587583
4386,4.0,4.5689774
4387,4.0,4.562819
4388,4.0,4.569897
4389,4.0,4.5624394
4390,4.0,4.557706
4391,4.0,4.565284
4392,4.0,4.562368
4393,4.0,4.561358
4394,4.0,4.5675864
4395,4.0,4.573095
4396,4.0,4.556504
4397,4.0,4.5624375
4398,4.0,4.56381
4399,4.0,4.5575953
4400,4.0,4.5544486
4401,4.0,4.556688
4402,4.0,4.5676866
4403,4.0,4.565482
4404,4.0,4.560259
4405,4.0,4.558765
4406,4.0,4.563056
4407,4.0,4.557909
4408,4.0,4.5577874
4409,4.0,4.5570803
4410,4.0,4.560349
4411,4.0,4.563067
4412,4.0,4.5717826
4413,4.0,4.551469
4414,4.0,4.5542636
4415,4.0,4.5568333
4416,4.0,4.565647
4417,4.0,4.5707564
4418,4.0,4.5604897
4419,4.0,4.5547204
4420,4.0,4.566762
4421,4.0,4.565249
4422,4.0,4.5645485
4423,4.0,4.571625
4424,4.0,4.5654154
4425,4.0,4.5710692
4426,4.0,4.5675306
4427,4.0,4.5724893
4428,5.0,4.5659323
4429,4.0,4.566231
4430,4.0,4.560174
4431,4.0,4.5712132
4432,4.0,4.5699644
4433,4.0,4.5637946
4434,4.0,4.556763
4435,4.0,4.569512
4436,4.0,4.5486407
4437,4.0,4.614352
4438,4.0,4.5231924
4439,4.0,4.5170927
4440,4.0,4.495136
4441,4.0,4.5258393
4442,4.0,4.510256
4443,4.0,4.553465
4444,4.0,4.587416
4445,4.0,4.5314636
4446,4.0,4.5275235
4447,4.0,4.528509
4448,4.0,4.527108
4449,4.0,4.516831
4450,4.0,4.5236588
4451,4.0,4.5258064
4452,4.0,4.518134
4453,4.0,4.51604
4454,4.0,4.518344
4455,4.0,4.51662
4456,4.0,4.5260415
4457,4.0,4.515555
4458,4.0,4.518739
4459,4.0,4.5155573
4460,4.0,4.51695
4461,4.0,4.524921
4462,4.0,4.5138993
4463,4.0,4.525142
4464,4.0,4.5224485
4465,4.0,4.513865
4466,4.0,4.517359
4467,4.0,4.5154834
4468,4.0,4.5130386
4469,4.0,4.517275
4470,4.0,4.5135603
4471,4.0,4.5013547
4472,4.0,4.5109024
4473,4.0,4.5294437
4474,4.0,4.5054717
4475,4.0,4.516479
4476,4.0,4.5152454
4477,4.0,4.527901
4478,4.0,4.505779
4479,4.0,4.51454
4480,4.0,4.51298
4481,4.0,4.5207434
4482,4.0,4.5209117
4483,4.0,4.5404077
4484,4.0,4.547671
4485,4.0,4.5620546
4486,4.0,4.549075
4487,4.0,4.553116
4488,4.0,4.5446544
4489,4.0,4.566802
4490,4.0,4.5514526
4491,5.0,4.5471697
4492,4.0,4.54192
4493,4.0,4.544477
4494,4.0,4.541888
4495,4.0,4.546062
4496,4.0,4.543356
4497,4.0,4.543082
4498,4.0,4.5429306
4499,5.0,4.5414405
4500,4.0,4.545935
4501,4.0,4.5398717
4502,4.0,4.550243
4503,4.0,4.537679
4504,4.0,4.545188
4505,4.0,4.539391
4506,4.0,4.5405293
4507,5.0,4.5517364
4508,5.0,4.539496
4509,4.0,4.53588
4510,4.0,4.5515957
4511,4.0,4.546674
4512,4.0,4.5421176
4513,4.0,4.541521
4514,5.0,4.5441327
4515,4.0,4.53869
4516,4.0,4.5423074
4517,4.0,4.543146
