,refrigerator_5_Trans_V7_gradTruth,refrigerator_5_Trans_V7_predicted
13561,7.0,6.9036093
13562,7.0,6.889429
13563,7.0,6.907324
13564,7.0,6.8903832
13565,6.0,6.901235
13566,7.0,6.902046
13567,7.0,6.8909388
13568,6.0,6.9044204
13569,7.0,6.9049478
13570,7.0,6.895821
13571,7.0,6.887248
13572,7.0,6.8974786
13573,7.0,6.8924675
13574,7.0,6.9155464
13575,7.0,6.8772087
13576,7.0,6.9051805
13577,7.0,6.909612
13578,7.0,6.907083
13579,6.0,6.8880568
13580,7.0,6.90341
13581,6.0,6.8968935
13582,7.0,6.8918533
13583,7.0,6.906754
13584,7.0,6.8913326
13585,7.0,6.901984
13586,7.0,6.8998175
13587,7.0,6.8910594
13588,7.0,6.901825
13589,7.0,6.8878126
13590,6.0,6.910232
13591,7.0,6.885194
13592,7.0,6.9010925
13593,7.0,6.899816
13594,7.0,6.941305
13595,7.0,6.891353
13596,7.0,6.8921223
13597,7.0,6.934655
13598,6.0,6.895095
13599,7.0,6.882161
13600,6.0,6.884963
13601,7.0,6.93936
13602,6.0,6.89956
13603,7.0,6.8835406
13604,7.0,6.882971
13605,7.0,6.9210973
13606,7.0,6.9340014
13607,7.0,6.8838224
13608,6.0,6.887681
13609,7.0,6.888606
13610,7.0,6.9372373
13611,7.0,6.901977
13612,7.0,6.8953376
13613,7.0,6.9468484
13614,7.0,6.9001193
13615,7.0,6.901635
13616,7.0,6.8979907
13617,6.0,6.8980846
13618,6.0,6.8967156
13619,6.0,6.876916
13620,6.0,6.9272747
13621,7.0,6.8907413
13622,6.0,6.923121
13623,6.0,6.8895473
13624,7.0,6.915251
13625,6.0,6.9011745
13626,7.0,6.899639
13627,6.0,6.8827825
13628,7.0,6.9079127
13629,6.0,6.9013543
13630,7.0,6.8968215
13631,7.0,6.8942566
13632,7.0,6.9046583
13633,7.0,6.890607
13634,6.0,6.8993554
13635,6.0,6.894135
13636,7.0,6.905826
13637,6.0,6.8991446
13638,7.0,6.885965
13639,7.0,6.8919697
13640,7.0,6.904171
13641,7.0,6.909457
13642,7.0,6.890826
13643,7.0,6.8970895
13644,7.0,6.8969502
13645,7.0,6.898634
13646,7.0,6.895394
13647,7.0,6.9017
13648,7.0,6.8920984
13649,7.0,6.9103966
13650,7.0,6.8990607
13651,6.0,6.8966694
13652,7.0,6.891612
13653,6.0,6.9073925
13654,6.0,6.885804
13655,6.0,6.8901258
13656,7.0,6.892455
13657,7.0,6.9356265
13658,7.0,6.907672
13659,7.0,6.895328
13660,7.0,6.9247723
13661,6.0,6.9165087
13662,7.0,6.884616
13663,7.0,6.906502
13664,7.0,6.925036
13665,7.0,6.900114
13666,7.0,6.8946333
13667,6.0,6.8781443
13668,7.0,6.9068565
13669,7.0,6.906228
13670,7.0,6.8866644
13671,7.0,6.914672
13672,6.0,6.8782897
13673,7.0,6.8859158
13674,7.0,6.9247866
13675,6.0,6.913066
13676,6.0,6.906783
13677,7.0,6.9424815
13678,7.0,6.9054866
13679,7.0,6.8918667
13680,7.0,6.893854
13681,7.0,6.894372
13682,7.0,6.900644
13683,7.0,6.9008083
13684,6.0,6.8974733
13685,7.0,6.9002166
13686,7.0,6.893649
13687,7.0,6.8894157
13688,7.0,6.8995366
13689,7.0,6.89475
13690,6.0,6.903211
13691,6.0,6.910236
13692,7.0,6.8930426
13693,7.0,6.892764
13694,7.0,6.904818
13695,6.0,6.889089
13696,7.0,6.8969088
13697,7.0,6.8922386
13698,7.0,6.9105473
13699,7.0,6.88995
13700,7.0,6.909094
13701,7.0,6.8919067
13702,6.0,6.8924932
13703,7.0,6.882963
13704,7.0,6.911307
13705,7.0,6.899869
13706,6.0,6.904688
13707,7.0,6.8944683
13708,7.0,6.9044123
13709,7.0,6.8952785
13710,6.0,6.891531
13711,7.0,6.908708
13712,6.0,6.888356
13713,6.0,6.9086313
13714,7.0,6.890379
13715,7.0,6.896042
13716,7.0,6.8890758
13717,7.0,6.9111743
13718,6.0,6.887272
13719,7.0,6.8841605
13720,7.0,6.9276266
13721,7.0,6.9009523
13722,7.0,6.909626
13723,7.0,6.941113
13724,7.0,6.8777976
13725,7.0,6.8891463
13726,7.0,6.8984823
13727,7.0,6.912346
13728,7.0,6.887499
13729,7.0,6.9249973
13730,7.0,6.897589
13731,7.0,6.919238
13732,7.0,6.9072614
13733,7.0,6.891177
13734,7.0,6.8838944
13735,7.0,6.8872027
13736,7.0,6.9282894
13737,7.0,6.892337
13738,7.0,6.8937836
13739,6.0,6.9277387
13740,6.0,6.886476
13741,6.0,6.920024
13742,6.0,6.9178762
13743,7.0,6.88167
13744,7.0,6.900143
13745,7.0,6.9169
13746,7.0,6.883749
13747,6.0,6.9076095
13748,7.0,6.8950806
13749,7.0,6.893712
13750,7.0,6.894872
13751,7.0,6.904192
13752,7.0,6.898772
13753,7.0,6.8978004
13754,7.0,6.8927794
13755,7.0,6.8876977
13756,7.0,6.917793
13757,7.0,6.888095
13758,7.0,6.90485
13759,7.0,6.897394
13760,7.0,6.899359
13761,7.0,6.893536
13762,7.0,6.8949137
13763,7.0,6.8889155
13764,6.0,6.9101424
13765,7.0,6.8978925
13766,6.0,6.890356
13767,7.0,6.8953605
13768,7.0,6.9123626
13769,7.0,6.8908963
13770,7.0,6.9018645
13771,6.0,6.9066677
13772,7.0,6.8878083
13773,7.0,6.8943048
13774,7.0,6.8892975
13775,6.0,6.9071918
13776,6.0,6.9102087
13777,7.0,6.9027095
13778,7.0,6.8759656
13779,7.0,6.920379
13780,7.0,6.8957024
13781,7.0,6.898059
13782,7.0,6.8947177
13783,6.0,6.8953176
13784,7.0,6.900735
13785,7.0,6.923244
13786,7.0,6.923112
13787,7.0,6.906895
13788,7.0,6.9420943
13789,7.0,6.9067087
13790,7.0,6.9032083
13791,7.0,6.8920774
13792,7.0,6.927025
13793,10.0,6.9314537
13794,7.0,7.4579215
13795,6.0,6.907166
13796,7.0,6.967714
13797,7.0,6.9982576
13798,7.0,6.9651814
13799,7.0,6.97261
13800,7.0,6.98111
13801,7.0,6.979907
13802,6.0,6.9584885
13803,7.0,6.959831
13804,7.0,6.9875937
13805,6.0,6.967512
13806,7.0,6.9578724
13807,7.0,6.962989
13808,6.0,6.965791
13809,7.0,6.962996
13810,6.0,6.961409
13811,7.0,6.9646797
13812,7.0,6.9606824
13813,7.0,6.956247
13814,7.0,6.959858
13815,7.0,6.962483
13816,7.0,6.9499364
13817,7.0,6.9536557
13818,7.0,6.9515996
13819,6.0,6.9539356
13820,7.0,7.0414157
13821,6.0,8.479527
13822,7.0,6.9481454
13823,6.0,6.8888392
13824,7.0,7.029757
13825,6.0,7.0497622
13826,6.0,7.0159903
13827,6.0,6.953641
13828,6.0,7.1270714
13829,6.0,6.981653
13830,7.0,6.901676
13831,7.0,6.8632555
13832,6.0,6.97104
13833,7.0,7.119973
13834,6.0,7.0217385
13835,6.0,7.0272403
13836,6.0,7.0363064
13837,7.0,7.0056386
13838,7.0,6.9887547
13839,7.0,7.0151644
13840,7.0,7.1141524
13841,7.0,7.002451
13842,7.0,7.0857677
13843,7.0,7.0401664
13844,7.0,7.1399355
13845,6.0,7.0255594
13846,6.0,7.0989037
13847,6.0,7.1041403
13848,6.0,6.8191166
13849,6.0,7.3755426
13850,6.0,53.015957
13851,6.0,20.099634
13852,6.0,6.7518463
13853,6.0,6.432334
13854,6.0,6.856088
13855,6.0,6.635358
13856,6.0,6.5853744
13857,6.0,6.5910244
13858,6.0,6.58874
13859,6.0,6.578186
13860,6.0,6.574075
13861,6.0,6.5698256
13862,6.0,6.5686
13863,6.0,6.566862
13864,46.0,6.5765843
13865,46.0,6.598947
13866,46.0,6.603098
13867,46.0,6.6240396
13868,46.0,6.63194
13869,46.0,6.634606
13870,46.0,6.6211314
13871,46.0,6.618938
13872,46.0,6.619025
13873,46.0,6.620919
13874,46.0,6.6226006
13875,46.0,6.6282277
13876,46.0,6.6263666
13877,46.0,6.6062202
13878,46.0,6.6073103
13879,46.0,6.6053886
13880,46.0,6.6101933
13881,46.0,6.6089706
13882,46.0,6.6048484
13883,46.0,6.607725
13884,45.0,6.605889
13885,46.0,7.18442
13886,46.0,7.0049877
13887,46.0,6.657124
13888,46.0,6.637153
13889,46.0,6.6323485
13890,46.0,6.624313
13891,46.0,6.6196685
13892,46.0,6.6234303
13893,46.0,6.6338105
13894,46.0,6.6745915
13895,46.0,6.809289
13896,46.0,7.2065854
13897,46.0,8.492483
13898,46.0,8.010136
13899,46.0,8.10905
13900,46.0,9.1098995
13901,46.0,7.3062053
13902,46.0,10.687494
13903,46.0,12.797006
13904,46.0,14.004256
13905,46.0,15.473154
13906,46.0,16.788923
13907,46.0,18.308683
13908,46.0,24.338934
13909,46.0,46.05509
13910,46.0,47.885094
13911,46.0,47.69449
13912,46.0,47.465473
13913,46.0,47.540882
13914,46.0,47.34603
13915,46.0,47.01477
13916,46.0,47.00477
13917,46.0,46.804085
13918,46.0,47.174427
13919,46.0,47.27237
13920,46.0,46.11369
13921,46.0,44.954483
13922,46.0,43.94839
13923,46.0,42.6171
13924,46.0,40.43699
13925,46.0,29.012484
13926,46.0,13.219063
13927,46.0,6.422348
13928,46.0,6.4653707
13929,46.0,6.9020357
13930,46.0,6.841963
13931,46.0,6.800808
13932,46.0,6.7786136
13933,46.0,6.7675877
13934,46.0,6.75174
13935,46.0,6.736003
13936,46.0,6.7273817
13937,46.0,6.78978
13938,46.0,7.148189
13939,46.0,6.7594676
13940,46.0,6.7251754
13941,46.0,6.7193527
13942,46.0,6.716514
13943,46.0,6.724158
13944,46.0,6.7464614
13945,46.0,6.772348
13946,46.0,6.8075604
13947,46.0,6.812711
13948,46.0,6.979381
13949,46.0,6.9489803
13950,46.0,12.516744
13951,46.0,17.962809
13952,46.0,23.242977
13953,47.0,49.632423
13954,47.0,12.337645
13955,46.0,6.9976964
13956,46.0,7.1028414
13957,46.0,8.947093
13958,46.0,8.898249
13959,46.0,12.825812
13960,46.0,14.059035
13961,46.0,12.674755
13962,46.0,7.472514
13963,46.0,6.7793455
13964,47.0,16.247416
13965,46.0,7.1752176
13966,46.0,6.7726164
13967,46.0,7.167387
13968,46.0,6.9848013
13969,46.0,10.189647
13970,46.0,38.576042
13971,46.0,50.174168
13972,47.0,37.07036
13973,46.0,24.330343
13974,47.0,6.666191
13975,46.0,6.559623
13976,46.0,6.8982625
13977,46.0,6.459547
13978,46.0,6.4749107
13979,46.0,6.428963
13980,46.0,6.4577293
13981,2107.0,6.700206
13982,258.0,6.7727633
13983,265.0,6.8063745
13984,272.0,6.5928674
13985,268.0,6.654025
13986,268.0,6.658144
13987,266.0,6.635556
13988,262.0,6.661121
13989,256.0,6.672067
13990,250.0,6.6676936
13991,242.0,6.66033
13992,244.0,6.6714673
13993,204.0,6.6699395
13994,206.0,6.6369867
13995,208.0,7.0772815
13996,204.0,6.559821
13997,206.0,6.864958
13998,204.0,7.565277
13999,203.0,7.495181
14000,204.0,11.390529
14001,203.0,7.158278
14002,203.0,6.391355
14003,202.0,17.833239
14004,202.0,9.458573
14005,203.0,6.4733787
14006,203.0,6.506958
14007,200.0,6.766828
14008,201.0,6.6966705
14009,201.0,6.675567
14010,198.0,6.6544824
14011,202.0,6.8043914
14012,198.0,7.392083
14013,201.0,7.032939
14014,199.0,7.071234
14015,199.0,8.779608
14016,197.0,10.820742
14017,201.0,14.968638
14018,198.0,10.477599
14019,198.0,11.440665
14020,199.0,6.5547996
14021,199.0,6.222251
14022,199.0,7.450391
14023,199.0,7.5361185
14024,196.0,7.160503
14025,200.0,7.049344
14026,199.0,7.117964
14027,195.0,7.1774426
14028,199.0,7.1124506
14029,198.0,7.309177
14030,196.0,7.0089893
14031,199.0,7.1393275
14032,198.0,7.7470264
14033,195.0,7.3017507
14034,200.0,6.875646
14035,198.0,7.5008507
14036,199.0,7.1114407
14037,197.0,7.0738344
14038,196.0,7.361975
14039,195.0,7.0867233
14040,198.0,7.069796
14041,196.0,7.1314507
14042,198.0,7.351184
14043,195.0,7.1016855
14044,195.0,7.060903
14045,198.0,7.405177
14046,195.0,7.1457663
14047,194.0,7.177925
14048,198.0,7.1008534
14049,196.0,7.475915
14050,193.0,6.97527
14051,198.0,6.978387
14052,197.0,6.869438
14053,194.0,6.8960905
14054,196.0,6.9200206
14055,194.0,6.8029428
14056,194.0,6.806606
14057,195.0,6.8059683
14058,197.0,6.806403
14059,195.0,6.8081713
14060,197.0,6.8147287
14061,193.0,6.8240542
14062,193.0,6.856506
14063,197.0,6.872773
14064,195.0,6.9217587
14065,192.0,7.000664
14066,195.0,6.946364
14067,196.0,6.8699226
14068,193.0,6.8695817
14069,194.0,6.939445
14070,196.0,6.8125668
14071,194.0,6.8144865
14072,193.0,6.81557
14073,195.0,6.856559
14074,195.0,6.8133683
14075,193.0,6.8157797
14076,192.0,6.8129835
14077,195.0,6.8138027
14078,195.0,6.833303
14079,192.0,6.878988
14080,193.0,6.8305464
14081,191.0,6.8206587
14082,194.0,6.802689
14083,197.0,6.8384557
14084,191.0,6.8122625
14085,194.0,6.8273735
14086,191.0,6.856171
14087,192.0,6.8478885
14088,191.0,6.804213
14089,192.0,6.8509192
14090,193.0,6.8190746
14091,195.0,6.8147287
14092,191.0,6.998199
14093,192.0,6.8104415
14094,194.0,6.81435
14095,194.0,6.8362575
14096,191.0,6.8312645
14097,191.0,6.8137407
14098,194.0,6.8656425
14099,194.0,6.9409432
14100,190.0,6.791427
14101,192.0,6.807434
14102,194.0,6.9569807
14103,192.0,6.809889
14104,190.0,6.798324
14105,192.0,6.9377275
14106,193.0,6.802203
14107,191.0,6.799946
14108,192.0,6.9424877
14109,193.0,6.8512287
14110,193.0,6.8227663
14111,190.0,6.8035617
14112,192.0,6.8400254
14113,193.0,6.80634
14114,192.0,6.8551545
14115,189.0,6.806013
14116,190.0,6.8008547
14117,193.0,6.8237934
14118,190.0,6.831812
14119,189.0,6.806008
14120,191.0,6.8189936
14121,193.0,6.8563967
14122,191.0,6.809015
14123,189.0,6.8068676
14124,189.0,6.835651
14125,192.0,6.810052
14126,189.0,6.81408
14127,190.0,6.825789
14128,191.0,6.8082094
14129,192.0,6.8030605
14130,190.0,6.8446035
14131,189.0,6.804628
14132,190.0,6.887149
14133,192.0,6.8031993
14134,191.0,6.858925
14135,188.0,6.8089604
14136,187.0,6.8043394
14137,191.0,6.860526
14138,191.0,6.845047
14139,189.0,6.8019543
14140,188.0,6.8570523
14141,190.0,6.807325
14142,191.0,6.8392296
14143,192.0,6.812873
14144,188.0,6.8070927
14145,191.0,6.8105283
14146,189.0,6.83874
14147,188.0,6.8150105
14148,188.0,6.8060536
14149,190.0,6.8495007
14150,188.0,6.8108664
14151,186.0,6.8367953
14152,189.0,6.8044233
14153,187.0,6.8060665
14154,186.0,6.818334
14155,188.0,6.898544
14156,190.0,6.806379
14157,189.0,6.8804593
14158,187.0,6.9083204
14159,186.0,6.7918663
14160,188.0,6.8776236
14161,189.0,6.878211
14162,190.0,6.822795
14163,188.0,6.795005
14164,186.0,6.8693724
14165,186.0,6.839058
14166,186.0,6.799715
14167,189.0,6.8034697
14168,188.0,7.0212364
14169,189.0,6.8103576
14170,187.0,6.787105
14171,186.0,7.041941
14172,189.0,6.809889
14173,186.0,6.7934136
14174,185.0,6.858453
14175,185.0,6.8904014
14176,187.0,6.794535
14177,188.0,6.9282985
14178,188.0,6.8073554
14179,186.0,6.8006196
14180,184.0,6.8150067
14181,185.0,6.850049
14182,186.0,6.810418
14183,186.0,6.8562837
14184,188.0,6.803602
14185,187.0,6.8061767
14186,187.0,6.828349
14187,185.0,6.809034
14188,185.0,6.803501
14189,184.0,6.8098507
14190,184.0,6.9010987
14191,187.0,6.805865
14192,185.0,6.810527
14193,185.0,6.8115253
14194,187.0,6.8095737
14195,187.0,6.799527
14196,184.0,6.8620615
14197,185.0,6.8364577
14198,185.0,6.8032312
14199,184.0,6.8836365
14200,184.0,6.805796
14201,185.0,6.8705072
14202,184.0,6.803268
14203,186.0,6.8253975
14204,187.0,6.798535
14205,186.0,6.8453393
14206,185.0,6.811351
14207,184.0,6.8108344
14208,184.0,6.807447
14209,183.0,6.8473845
14210,184.0,6.8404126
14211,186.0,6.8036523
14212,186.0,6.8388424
14213,186.0,6.804074
14214,186.0,6.8082027
14215,184.0,6.849333
14216,184.0,6.831482
14217,183.0,6.801297
14218,185.0,6.9325047
14219,184.0,6.801807
14220,184.0,7.0019855
14221,185.0,6.7941246
14222,184.0,6.810848
14223,184.0,6.8344235
14224,185.0,6.8028393
14225,185.0,6.801078
14226,187.0,6.915399
14227,187.0,6.87614
14228,186.0,6.7824836
14229,185.0,6.9617066
14230,183.0,6.895811
14231,182.0,6.77946
14232,183.0,6.830699
14233,184.0,6.9752665
14234,185.0,6.779517
14235,186.0,6.842891
14236,185.0,6.9654226
14237,184.0,6.8237777
14238,185.0,6.814628
14239,185.0,6.7973995
14240,186.0,6.899105
14241,185.0,6.804516
14242,185.0,6.7923594
14243,182.0,6.7994905
14244,183.0,6.861438
14245,182.0,6.8524837
14246,182.0,6.8119087
14247,183.0,6.8053865
14248,184.0,6.8097444
14249,185.0,6.807851
14250,185.0,6.7982073
14251,185.0,6.8528686
14252,183.0,6.910715
14253,182.0,6.8140697
14254,182.0,6.798656
14255,184.0,6.919686
14256,185.0,6.8213243
14257,182.0,6.847391
14258,181.0,6.795868
14259,181.0,6.809512
14260,184.0,6.8655972
14261,185.0,6.837861
14262,183.0,6.817077
14263,184.0,6.8000445
14264,184.0,6.8722634
14265,185.0,6.8018503
14266,184.0,6.905592
14267,184.0,6.8062835
14268,182.0,6.8048882
14269,182.0,6.807608
14270,181.0,6.9303617
14271,182.0,6.823977
14272,183.0,6.8533688
14273,185.0,6.7932377
14274,185.0,6.8967853
14275,183.0,6.832936
14276,185.0,6.8071885
14277,185.0,6.8992195
14278,183.0,6.8160386
14279,183.0,6.811124
14280,182.0,6.8602433
14281,181.0,6.8135777
14282,181.0,6.813203
14283,183.0,6.9140596
14284,182.0,6.805345
14285,182.0,6.843504
14286,181.0,6.9053345
14287,181.0,6.8111935
14288,183.0,6.9311075
14289,183.0,6.8106294
14290,183.0,6.822107
14291,181.0,6.853052
14292,183.0,6.842822
14293,183.0,6.9929676
14294,184.0,6.7778444
14295,184.0,6.9214983
14296,183.0,6.806849
14297,182.0,6.821295
14298,181.0,6.8048553
14299,179.0,6.9006653
14300,181.0,6.7946615
14301,180.0,6.941087
14302,183.0,6.811106
14303,181.0,6.7997794
14304,181.0,6.911495
14305,180.0,6.7948294
14306,180.0,6.7988443
14307,224.0,6.843057
14308,223.0,11.212621
14309,221.0,7.1128306
14310,47.0,6.5750895
14311,47.0,6.1616163
14312,47.0,6.5859923
14313,7.0,6.8492336
14314,7.0,6.9820123
14315,7.0,6.7897243
14316,6.0,6.8130217
14317,7.0,6.8700743
14318,6.0,6.829117
14319,6.0,6.867043
14320,6.0,6.8703575
14321,7.0,6.9238043
14322,6.0,6.8582883
14323,6.0,6.8916764
14324,7.0,6.824804
14325,6.0,6.963344
14326,6.0,6.8555737
14327,7.0,6.8330727
14328,7.0,6.935253
14329,6.0,6.8798122
14330,6.0,6.938817
14331,47.0,6.838714
14332,47.0,27.07013
14333,47.0,34.53551
14334,7.0,37.7705
14335,6.0,7.7343307
14336,6.0,6.76414
14337,6.0,7.0929713
14338,6.0,6.6972485
14339,7.0,6.679673
14340,6.0,6.638918
14341,6.0,6.6128407
14342,47.0,6.606595
14343,47.0,19.141443
14344,47.0,7.246375
14345,47.0,6.4175963
14346,47.0,6.7919655
14347,7.0,6.680517
14348,6.0,6.566889
14349,7.0,6.5477915
14350,6.0,6.51947
14351,6.0,6.541237
14352,7.0,6.532421
14353,7.0,6.483334
14354,7.0,6.534943
14355,7.0,6.5381103
14356,7.0,6.6184945
14357,6.0,6.552281
14358,6.0,6.508375
14359,6.0,6.4959946
14360,6.0,6.501041
14361,6.0,6.4711213
14362,6.0,6.50643
14363,6.0,6.472421
14364,6.0,6.5504794
14365,6.0,6.490462
14366,6.0,6.529917
14367,6.0,6.5217714
14368,6.0,6.500451
14369,6.0,6.5002584
14370,6.0,6.5339074
14371,6.0,6.5053205
14372,6.0,6.5455375
14373,6.0,6.5187325
14374,6.0,6.5345163
14375,6.0,6.4921083
14376,6.0,6.5430946
14377,6.0,6.6662
14378,7.0,6.7146425
14379,7.0,7.1071434
14380,7.0,7.084349
14381,6.0,7.0516577
14382,6.0,7.1615453
14383,6.0,6.711773
14384,6.0,7.2470727
14385,6.0,6.716449
14386,6.0,6.6932726
14387,7.0,6.699181
14388,7.0,6.69536
14389,7.0,6.693208
14390,7.0,6.7758365
14391,7.0,6.785475
14392,6.0,6.734312
14393,6.0,6.741139
14394,6.0,6.7034535
14395,6.0,6.704495
14396,6.0,6.693321
14397,7.0,6.7072625
14398,6.0,6.693337
14399,6.0,6.709314
14400,7.0,6.7083344
14401,7.0,6.7057967
14402,7.0,6.6986165
14403,6.0,6.7107906
14404,7.0,6.701373
14405,7.0,6.696737
14406,7.0,6.7065506
14407,7.0,6.698397
14408,47.0,6.766071
14409,47.0,22.016731
14410,7.0,20.89939
14411,6.0,7.2951407
14412,6.0,6.652979
14413,7.0,6.8711963
14414,6.0,6.742611
14415,6.0,6.6950216
14416,6.0,6.7094383
14417,7.0,6.712872
14418,7.0,6.773609
14419,6.0,6.697113
14420,7.0,6.68629
14421,6.0,6.7249594
14422,7.0,6.7036753
14423,6.0,6.69569
14424,7.0,6.711301
14425,6.0,6.7331805
14426,6.0,6.7222285
14427,6.0,6.69517
14428,6.0,7.391258
14429,6.0,6.973769
14430,7.0,7.0137463
14431,6.0,6.9821014
14432,6.0,7.0635853
14433,6.0,7.0955396
14434,6.0,6.9716063
14435,6.0,7.124627
14436,6.0,6.787603
14437,6.0,7.051199
14438,6.0,6.982571
14439,6.0,6.9369373
14440,6.0,6.983573
14441,6.0,6.9985266
14442,6.0,7.0033426
14443,6.0,7.0072217
14444,6.0,7.008756
14445,6.0,7.0079365
14446,6.0,7.008191
14447,6.0,7.011441
14448,6.0,7.0414023
14449,6.0,7.071585
14450,6.0,7.0747476
14451,6.0,7.0759306
14452,6.0,7.0764647
14453,6.0,7.0808926
14454,6.0,7.0839643
14455,6.0,7.0884542
14456,6.0,7.1880026
14457,6.0,7.2172203
14458,6.0,7.225266
14459,6.0,7.185755
14460,6.0,7.1487093
14461,6.0,7.08576
14462,6.0,7.0830345
14463,6.0,7.0812144
14464,6.0,7.0819764
14465,6.0,7.0804596
14466,6.0,7.0822005
14467,6.0,7.080378
14468,6.0,7.080322
14469,6.0,7.078147
14470,6.0,7.0745
14471,6.0,7.0649643
14472,6.0,7.0525255
14473,6.0,7.0412836
14474,6.0,7.0318813
14475,6.0,7.033121
14476,6.0,7.0405045
14477,6.0,7.0343585
14478,6.0,7.029848
14479,6.0,7.029081
14480,6.0,7.0294447
14481,6.0,7.034313
14482,6.0,7.0352507
14483,6.0,7.0387187
14484,6.0,7.0385966
14485,6.0,7.077233
14486,6.0,7.0978537
14487,6.0,7.108398
14488,6.0,7.0915337
14489,6.0,7.1077313
14490,6.0,7.100231
14491,6.0,7.1002717
14492,6.0,7.097315
14493,6.0,7.1045494
14494,6.0,7.103124
14495,6.0,7.0940747
14496,6.0,7.110619
14497,6.0,7.109965
14498,6.0,7.0929856
14499,6.0,7.102617
14500,6.0,7.1098933
14501,6.0,7.107364
14502,6.0,7.101558
14503,6.0,7.092871
14504,6.0,7.116584
14505,6.0,7.114474
14506,6.0,7.104097
14507,6.0,7.101753
14508,6.0,7.098999
14509,6.0,7.1063385
14510,6.0,7.1069684
14511,7.0,6.809137
14512,6.0,6.8635163
14513,6.0,7.7058415
14514,6.0,10.090161
14515,7.0,9.585042
14516,6.0,7.948075
14517,7.0,7.1157737
14518,6.0,7.234498
14519,6.0,7.7185373
14520,6.0,7.633425
14521,6.0,7.842831
14522,7.0,7.7144203
14523,6.0,8.177417
14524,6.0,7.634372
14525,7.0,8.711396
14526,6.0,9.301054
14527,6.0,9.987325
14528,6.0,10.642757
14529,6.0,16.82071
14530,6.0,7.4557867
14531,6.0,6.1185994
14532,6.0,7.137043
14533,6.0,7.0648985
14534,6.0,7.059515
14535,6.0,7.0622063
14536,6.0,7.0607834
14537,6.0,7.3314276
14538,6.0,6.8723264
14539,6.0,6.6347694
14540,7.0,7.1285267
14541,6.0,7.568948
14542,6.0,10.16561
14543,6.0,7.1821613
14544,6.0,7.6777916
14545,6.0,7.6290755
14546,6.0,7.2413673
14547,6.0,10.62437
14548,6.0,9.622196
14549,6.0,11.02235
14550,6.0,7.1938243
14551,6.0,8.198753
14552,6.0,11.512649
14553,6.0,8.104671
14554,7.0,7.8481216
14555,6.0,9.864535
14556,6.0,10.423238
14557,7.0,10.9445305
14558,7.0,11.832369
14559,7.0,13.216862
14560,6.0,14.389742
14561,7.0,12.988868
14562,6.0,13.697249
14563,7.0,13.517545
14564,6.0,14.765774
14565,6.0,14.428345
14566,6.0,15.265203
14567,7.0,15.133409
14568,6.0,15.435172
14569,6.0,14.655539
14570,6.0,15.24659
14571,6.0,15.889089
14572,7.0,15.544392
14573,7.0,15.760659
14574,6.0,16.934666
14575,7.0,17.622812
14576,7.0,20.728535
14577,6.0,39.6911
14578,7.0,48.460564
14579,6.0,48.04981
14580,6.0,47.42261
14581,6.0,45.595005
14582,6.0,47.200092
14583,7.0,46.966175
14584,6.0,46.911983
14585,6.0,45.951385
14586,6.0,46.231388
14587,6.0,41.08368
14588,7.0,40.72443
14589,6.0,38.791283
14590,6.0,37.496834
14591,6.0,37.066006
14592,7.0,36.03933
14593,7.0,37.237865
14594,6.0,33.036182
14595,7.0,38.58367
14596,6.0,33.355118
14597,6.0,32.70023
14598,7.0,36.285038
14599,7.0,36.122856
14600,7.0,32.783695
14601,6.0,37.605328
14602,7.0,33.632416
14603,6.0,35.955994
14604,6.0,33.371124
14605,6.0,34.904926
14606,6.0,38.106174
14607,7.0,36.436455
14608,6.0,34.221943
14609,6.0,39.547802
14610,7.0,31.042656
14611,7.0,36.200466
14612,6.0,39.05646
14613,7.0,32.987278
14614,6.0,38.92673
14615,6.0,39.388638
14616,6.0,39.660023
14617,6.0,37.21823
14618,6.0,42.59147
14619,6.0,45.98026
14620,7.0,48.531403
14621,6.0,48.011593
14622,7.0,50.438328
14623,6.0,49.75128
14624,7.0,49.917713
14625,6.0,50.23825
14626,6.0,50.836338
14627,6.0,57.255985
14628,7.0,56.48662
14629,7.0,54.670937
14630,7.0,57.21661
14631,6.0,57.241333
14632,6.0,56.783073
14633,6.0,56.67441
14634,6.0,57.035744
14635,7.0,53.57918
14636,6.0,52.29309
14637,6.0,50.982197
14638,6.0,51.46883
14639,7.0,51.41606
14640,6.0,50.79519
14641,6.0,49.71002
14642,7.0,50.704506
14643,6.0,50.641914
14644,6.0,50.27971
14645,6.0,50.34137
14646,7.0,48.125813
14647,7.0,50.55694
14648,7.0,49.60789
14649,6.0,50.75564
14650,7.0,50.50347
14651,6.0,50.51865
14652,6.0,49.577843
14653,6.0,48.19067
14654,7.0,50.394245
14655,6.0,50.39802
14656,6.0,50.780075
14657,6.0,51.60748
14658,6.0,51.316494
14659,6.0,50.82069
14660,7.0,49.271244
14661,6.0,52.799255
14662,7.0,51.429134
14663,7.0,48.997692
14664,6.0,51.394634
14665,6.0,51.99888
14666,7.0,51.23985
14667,7.0,48.824375
14668,7.0,48.566647
14669,6.0,51.93531
14670,7.0,50.453476
14671,6.0,49.861103
14672,7.0,52.08998
14673,7.0,51.747234
14674,6.0,48.218124
14675,6.0,48.851746
14676,6.0,51.503693
14677,6.0,43.958397
14678,6.0,47.06744
14679,6.0,48.522507
14680,6.0,48.10664
14681,6.0,48.873043
