,refrigerator_5_Trans_Init_Bi_gradTruth,refrigerator_5_Trans_Init_Bi_predicted
4646,6,6.4362473
4647,6,6.4335327
4648,6,6.4451895
4649,6,6.4459906
4650,6,6.450836
4651,6,6.453288
4652,6,6.4917636
4653,6,6.4608836
4654,6,6.4226336
4655,6,6.4568357
4656,6,6.460138
4657,6,6.438772
4658,6,6.4602256
4659,6,6.482355
4660,6,6.4140377
4661,6,6.4758935
4662,6,6.4674125
4663,6,6.448167
4664,6,6.4357066
4665,6,6.480545
4666,6,6.443853
4667,6,6.4244504
4668,6,6.443966
4669,6,6.4504433
4670,6,6.4379954
4671,6,6.46615
4672,6,6.4522266
4673,6,6.424342
4674,6,6.4495263
4675,6,6.442859
4676,6,6.437959
4677,6,6.43968
4678,6,6.44453
4679,6,6.436069
4680,6,6.434039
4681,6,6.438658
4682,6,6.443396
4683,6,6.4295907
4684,6,6.443075
4685,6,6.42846
4686,6,6.4411893
4687,6,6.442061
4688,6,6.4419055
4689,6,6.4436736
4690,6,6.4343486
4691,6,6.435571
4692,6,6.442526
4693,225,6.43983
4694,237,236.99207
4695,236,238.9843
4696,232,237.7783
4697,227,232.5793
4698,220,228.68234
4699,216,221.60555
4700,213,215.1593
4701,209,208.74292
4702,205,203.8923
4703,203,201.34743
4704,205,199.99068
4705,205,199.68558
4706,210,199.96884
4707,207,199.86195
4708,204,199.92863
4709,206,199.57938
4710,204,199.40297
4711,206,199.51122
4712,201,199.22757
4713,205,198.8871
4714,202,198.62415
4715,205,198.62305
4716,204,197.97362
4717,204,197.46758
4718,205,197.42749
4719,202,197.25491
4720,204,196.91966
4721,202,196.45258
4722,203,196.58824
4723,202,196.32356
4724,204,195.95784
4725,200,195.62076
4726,202,193.93674
4727,201,199.51984
4728,204,194.18506
4729,201,193.02605
4730,203,193.86482
4731,199,193.46442
4732,203,193.24849
4733,200,193.14075
4734,202,193.36987
4735,200,193.00441
4736,201,192.75687
4737,201,192.68803
4738,201,193.02649
4739,201,193.68073
4740,201,194.01422
4741,199,194.5034
4742,202,194.3447
4743,202,194.23119
4744,198,195.27715
4745,200,195.35118
4746,200,195.36095
4747,199,195.16998
4748,200,195.02834
4749,199,194.61024
4750,201,194.16197
4751,198,193.90785
4752,201,190.6481
4753,198,192.40614
4754,201,192.1539
4755,200,192.20877
4756,200,192.08293
4757,198,192.0829
4758,201,191.99014
4759,197,191.88953
4760,201,191.90907
4761,197,191.69751
4762,197,191.68849
4763,200,191.62785
4764,199,191.52031
4765,198,191.46855
4766,200,191.36082
4767,197,191.32384
4768,199,191.11136
4769,198,191.19902
4770,200,190.99304
4771,196,191.0078
4772,200,190.91461
4773,197,190.9457
4774,199,190.73952
4775,198,190.80507
4776,198,190.80258
4777,199,190.87769
4778,196,190.33282
4779,200,190.63663
4780,196,190.56519
4781,199,190.3671
4782,198,190.5726
4783,197,190.24625
4784,195,190.26375
4785,199,190.12347
4786,197,190.29086
4787,197,189.9614
4788,195,189.98642
4789,198,190.08257
4790,197,189.99954
4791,196,189.61237
4792,198,189.86188
4793,195,189.61096
4794,199,189.7408
4795,196,189.28868
4796,196,189.61673
4797,197,189.32513
4798,194,189.176
4799,198,188.99075
4800,195,189.08092
4801,196,188.93752
4802,194,188.69159
4803,198,188.65465
4804,195,188.55415
4805,195,188.48503
4806,197,188.31827
4807,193,188.21849
4808,196,188.15553
4809,194,187.92468
4810,197,187.99432
4811,195,187.69014
4812,194,187.60619
4813,197,187.52315
4814,194,187.24973
4815,196,187.22049
4816,196,187.07062
4817,194,186.88655
4818,195,186.75243
4819,195,186.611
4820,196,186.30533
4821,193,186.16135
4822,194,186.0173
4823,196,185.7215
4824,193,185.63632
4825,196,185.38464
4826,194,185.07387
4827,193,184.834
4828,194,184.57144
4829,193,184.28462
4830,196,184.02824
4831,192,183.52872
4832,194,183.30519
4833,196,182.91798
4834,196,182.49606
4835,195,181.98026
4836,192,181.56784
4837,194,180.8942
4838,195,180.44844
4839,192,179.91873
4840,194,179.02127
4841,194,178.00706
4842,191,177.56564
4843,193,176.20828
4844,193,175.2232
4845,191,174.25433
4846,194,175.867
4847,195,173.58243
4848,192,173.03403
4849,194,170.71468
4850,192,169.0235
4851,191,165.74475
4852,194,162.56224
4853,192,162.23093
4854,190,161.71545
4855,192,159.17499
4856,193,157.61423
4857,190,155.33156
4858,192,153.3742
4859,194,151.74365
4860,191,150.608
4861,192,150.04178
4862,194,149.35472
4863,192,148.88678
4864,190,148.66553
4865,193,148.51385
4866,192,147.3399
4867,189,147.47336
4868,192,147.48506
4869,193,147.35954
4870,189,147.20416
4871,192,147.20438
4872,192,147.28386
4873,190,147.03572
4874,191,147.0927
4875,192,147.1916
4876,192,146.90614
4877,190,146.95703
4878,191,147.13223
4879,191,147.0057
4880,188,146.92746
4881,190,146.68767
4882,193,146.88864
4883,190,146.92937
4884,188,146.74513
4885,191,146.68336
4886,191,146.65771
4887,190,146.63817
4888,191,146.8139
4889,192,146.33119
4890,190,146.43094
4891,188,146.39462
4892,191,146.67694
4893,191,145.81087
4894,191,146.30354
4895,189,145.27382
4896,189,144.97804
4897,189,144.83643
4898,191,144.33896
4899,190,144.45271
4900,188,143.9866
4901,189,143.68925
4902,192,143.90147
4903,189,144.09206
4904,187,143.41573
4905,190,143.11395
4906,191,143.18448
4907,188,143.27768
4908,188,142.65547
4909,190,142.48781
4910,189,142.8453
4911,187,142.75464
4912,189,142.55225
4913,191,142.98131
4914,188,142.86426
4915,187,142.99794
4916,188,143.21118
4917,191,143.28009
4918,188,143.39645
4919,187,143.39499
4920,190,143.4012
4921,190,143.33319
4922,187,143.42299
4923,188,143.49547
4924,190,143.43355
4925,187,143.39394
4926,187,143.4191
4927,188,143.54651
4928,189,143.52957
4929,189,143.36131
4930,187,143.44458
4931,188,143.49545
4932,188,143.5461
4933,189,143.29283
4934,186,143.61142
4935,187,155.30864
4936,188,140.01663
4937,190,144.5197
4938,187,144.11205
4939,188,145.59393
4940,188,144.50415
4941,186,145.407
4942,186,144.95956
4943,188,145.38051
4944,188,145.2624
4945,186,145.25168
4946,188,145.01186
4947,189,145.31107
4948,189,145.0237
4949,188,145.37373
4950,189,145.1279
4951,187,152.53302
4952,185,141.39453
4953,187,148.73474
4954,189,145.73024
4955,185,146.08382
4956,186,145.20755
4957,189,144.87778
4958,187,145.21631
4959,185,144.57497
4960,184,145.34776
4961,186,144.98058
4962,188,144.44733
4963,189,144.5293
4964,186,144.51651
4965,184,144.81721
4966,188,144.59732
4967,189,144.60866
4968,186,144.89375
4969,184,144.29897
4970,187,144.86987
4971,185,143.95988
4972,186,144.89749
4973,184,143.88554
4974,186,144.37996
4975,189,144.18697
4976,187,144.60056
4977,184,144.15411
4978,184,144.04335
4979,187,144.11543
4980,187,144.17548
4981,187,144.0751
4982,185,143.93031
4983,184,147.9226
4984,186,145.3767
4985,187,145.18231
4986,186,145.34575
4987,184,145.4725
4988,183,145.23718
4989,186,145.23318
4990,188,145.32777
4991,187,145.15352
4992,185,145.16443
4993,184,145.2163
4994,186,145.0527
4995,187,145.14151
4996,186,144.99614
4997,184,145.32272
4998,184,145.12752
4999,186,146.1719
5000,183,143.44061
5001,185,143.3585
5002,186,143.02931
5003,185,143.14314
5004,185,143.102
5005,183,143.24953
5006,183,143.14064
5007,186,143.30754
5008,187,143.40468
5009,186,143.37192
5010,183,143.25488
5011,183,143.30812
5012,185,143.39955
5013,187,143.36276
5014,186,143.54584
5015,184,143.28479
5016,184,143.61751
5017,186,143.25644
5018,186,143.49763
5019,186,143.52052
5020,185,143.40765
5021,184,143.51385
5022,184,143.72148
5023,186,142.92793
5024,186,143.69576
5025,183,143.30783
5026,182,143.59901
5027,183,143.19124
5028,185,143.77783
5029,187,142.94656
5030,184,143.73987
5031,183,143.82034
5032,184,143.57559
5033,184,143.51112
5034,187,143.21057
5035,185,143.70567
5036,183,143.65884
5037,182,143.32237
5038,185,143.6092
5039,187,143.47127
5040,184,144.0348
5041,183,154.82545
5042,182,139.19969
5043,183,144.44753
5044,184,143.89539
5045,186,145.69693
5046,184,144.97308
5047,182,145.44913
5048,184,144.87718
5049,185,145.03888
5050,184,145.05194
5051,184,145.18639
5052,183,145.22687
5053,185,145.3847
5054,182,145.10011
5055,184,145.23933
5056,187,145.25076
5057,184,145.31744
5058,182,144.99954
5059,182,145.3256
5060,182,145.29495
5061,184,145.27939
5062,185,145.37918
5063,184,145.21008
5064,183,145.4839
5065,181,145.12354
5066,184,145.23552
5067,6,145.49718
5068,6,6.6701536
5069,6,6.293614
5070,7,6.318965
5071,7,6.336662
5072,6,6.3871183
5073,7,6.42572
5074,6,6.4451313
5075,6,6.4661803
5076,7,6.4499393
5077,7,6.4498134
5078,6,6.4349227
5079,6,6.433671
5080,6,6.42358
5081,6,6.4485188
5082,6,6.548224
5083,6,6.521461
5084,6,6.513633
5085,6,6.5821085
5086,7,6.5350423
5087,6,6.5115695
5088,7,6.5973334
5089,7,6.6528926
5090,6,6.6047845
5091,6,6.688737
5092,6,6.7147293
5093,6,6.7113485
5094,7,6.7086673
5095,6,6.7867565
5096,6,6.707824
5097,6,6.6830745
5098,7,6.6361074
5099,6,6.5976977
5100,6,6.5824213
5101,7,6.58135
5102,6,6.579649
5103,6,6.5775313
5104,6,6.5785084
5105,6,6.5764465
5106,7,6.5765395
5107,6,6.570624
5108,6,6.5516357
5109,6,6.5188746
5110,7,6.480644
5111,6,6.4367046
5112,6,6.3240056
5113,7,6.289206
5114,6,6.41514
5115,6,6.6041837
5116,7,6.5852904
5117,6,6.4715858
5118,6,6.8476706
5119,6,6.8086534
5120,7,6.8421617
5121,6,6.842439
5122,6,6.838307
5123,6,6.8364987
5124,6,6.8300605
5125,7,6.8472433
5126,6,6.82286
5127,6,6.8370934
5128,6,6.8364215
5129,7,6.8223596
5130,6,6.8344803
5131,7,6.844222
5132,6,6.840694
5133,7,6.853539
5134,6,6.8397703
5135,7,6.826458
5136,6,6.831274
5137,6,6.8483315
5138,7,6.8355474
5139,6,6.820116
5140,6,6.8529415
5141,6,6.827859
5142,6,6.8438406
5143,6,6.8277855
5144,7,6.772307
5145,6,6.86192
5146,6,6.819036
5147,6,6.7527566
5148,6,6.9359055
5149,6,6.79122
5150,6,6.7584352
5151,6,6.8842793
5152,6,6.8460236
5153,6,6.7547812
5154,6,6.8330464
5155,6,6.8728337
5156,6,6.8370986
5157,6,6.7496767
5158,6,6.7580023
5159,7,6.9895415
5160,6,6.8374343
5161,7,6.753157
5162,6,6.773597
5163,6,6.9808187
5164,6,6.8417816
5165,6,6.759964
5166,6,6.754261
5167,7,6.9931087
5168,6,6.862674
5169,6,6.8475943
5170,6,6.8405366
5171,7,6.825378
5172,6,6.8716946
5173,7,6.8359447
5174,6,6.8322654
5175,6,6.825323
5176,6,6.857963
5177,6,6.8185425
5178,7,6.8530145
5179,6,6.8355494
5180,6,6.8566327
5181,6,6.815192
5182,6,6.827215
5183,6,6.840434
5184,6,6.813375
5185,7,6.828133
5186,7,6.8451858
5187,6,6.8226385
5188,6,6.8319297
5189,6,6.824492
5190,6,6.848367
5191,6,6.787327
5192,7,6.859027
5193,6,6.830889
5194,6,6.820603
5195,7,6.8593554
5196,6,6.8251204
5197,6,6.8418922
5198,7,6.8418612
5199,6,6.8366
5200,7,6.7987123
5201,6,6.8337326
5202,6,6.857586
5203,6,6.8216233
5204,6,6.8493423
5205,6,6.828516
5206,6,6.861562
5207,6,6.777241
5208,6,6.893582
5209,7,6.7562723
5210,6,6.8326197
5211,6,6.887806
5212,6,6.8203826
5213,6,6.7587385
5214,6,6.9830217
5215,6,6.871746
5216,7,6.761546
5217,7,6.858323
5218,6,6.861091
5219,6,6.779827
5220,6,6.764914
5221,7,6.879976
5222,6,6.765306
5223,7,6.8221474
5224,6,6.8192463
5225,6,6.774142
5226,6,6.8562837
5227,6,6.763693
5228,6,6.8645287
5229,7,6.766359
5230,6,6.803954
5231,6,6.868584
5232,7,6.8219047
5233,6,6.815443
5234,6,6.8354015
5235,6,6.8265786
5236,6,6.841743
5237,6,6.842742
5238,7,6.8368144
5239,6,6.8227644
5240,6,6.8610005
5241,6,6.807375
5242,6,6.8611903
5243,6,6.8429484
5244,6,6.8393326
5245,6,6.846027
5246,6,6.8389764
5247,6,6.8611193
5248,6,6.845921
5249,6,6.8396673
5250,6,6.845699
5251,6,6.847228
5252,6,6.826886
5253,6,6.7674537
5254,6,6.8369823
5255,7,6.7971244
5256,7,6.8189216
5257,6,6.896926
5258,6,6.840858
5259,6,6.85628
5260,7,6.827718
5261,6,6.8586287
5262,6,6.8377795
5263,6,6.832835
5264,6,6.8364997
5265,6,6.8474107
5266,6,6.854149
5267,6,6.838495
5268,6,6.8526154
5269,6,6.814168
5270,6,6.8456593
5271,6,6.7616515
5272,7,6.759331
5273,6,6.947474
5274,7,6.859737
5275,6,6.755959
5276,6,6.9139695
5277,6,6.77069
5278,6,6.8614087
5279,6,6.8714004
5280,6,6.7627993
5281,7,6.7795706
5282,6,6.8455997
5283,6,6.874139
5284,7,6.7963905
5285,6,6.762768
5286,6,6.810382
5287,7,6.8796
5288,6,6.8117356
5289,6,6.7734585
5290,7,6.9009814
5291,7,6.819019
5292,6,6.766263
5293,6,6.7985196
5294,6,6.8734865
5295,6,6.8603764
5296,6,6.7889085
5297,6,6.8090715
5298,6,6.838342
5299,6,6.818337
5300,7,6.7928452
5301,6,6.862454
5302,6,6.845635
5303,6,6.85495
5304,7,6.8310413
5305,6,6.8327703
5306,6,6.8511443
5307,6,6.8412514
5308,7,6.8562093
5309,6,6.850527
5310,6,6.809641
5311,6,6.838188
5312,6,6.8588066
5313,6,6.839115
5314,6,6.8570685
5315,7,6.8456306
5316,7,6.8294826
5317,6,6.842085
5318,6,6.831446
5319,6,6.8303328
5320,7,6.856221
5321,6,6.827041
5322,7,6.851137
5323,6,6.8275924
5324,7,6.836173
5325,7,6.8370285
5326,7,6.8462415
5327,6,6.816725
5328,6,6.8512216
5329,6,6.846718
5330,6,6.8297668
5331,6,6.840781
5332,7,6.828266
5333,7,6.832816
5334,6,6.762977
5335,6,6.9011607
5336,6,6.822499
5337,6,6.758238
5338,6,6.8435006
5339,6,6.8569946
5340,6,6.8268147
5341,6,6.7507977
5342,6,6.8710456
5343,6,6.7942824
5344,7,6.7839155
5345,6,6.780152
5346,6,6.8024597
5347,6,6.8212843
5348,6,6.742555
5349,7,6.8783736
5350,6,6.816213
5351,7,6.7446613
5352,7,6.8473034
5353,7,6.8241696
5354,6,6.754894
5355,6,6.7428894
5356,7,6.833764
5357,6,6.860208
5358,6,6.8221393
5359,6,6.810068
5360,7,6.811251
5361,6,6.819176
5362,6,6.8357487
5363,6,6.81634
5364,7,6.829697
5365,7,6.823149
5366,6,6.8301907
5367,6,6.8020372
5368,6,6.8376155
5369,6,6.81482
5370,6,6.823735
5371,6,6.824255
5372,6,6.808199
5373,7,6.840956
5374,47,6.814201
5375,47,7.068211
5376,6,6.830656
5377,6,6.9105296
5378,6,7.0685387
5379,6,6.8421493
5380,6,6.840438
5381,6,6.813229
5382,7,6.8236837
5383,7,6.8327193
5384,7,6.809227
5385,7,6.8078523
5386,47,6.9827166
5387,46,7.0410357
5388,47,6.813094
5389,46,6.769716
5390,47,6.757924
5391,47,6.749062
5392,46,6.7701993
5393,46,6.7832994
5394,47,6.804874
5395,46,6.7886467
5396,47,6.794687
5397,47,6.847314
5398,47,6.831406
5399,47,6.7575493
5400,47,6.800007
5401,46,6.8482127
5402,47,6.7761183
5403,46,6.8057113
5404,46,6.8699646
5405,46,6.8321514
5406,46,6.775131
5407,46,6.825725
5408,47,6.8614964
5409,46,6.7860885
5410,46,6.8035007
5411,46,6.859875
5412,46,6.794972
5413,46,6.7987094
5414,46,6.84142
5415,46,6.839293
5416,46,6.7916236
5417,47,6.821763
5418,46,6.8665934
5419,46,6.7833924
5420,46,6.8083906
5421,46,6.819128
5422,46,6.831086
5423,46,6.8178425
5424,46,6.921666
5425,46,6.883527
5426,46,6.818478
5427,46,6.820738
5428,46,6.82294
5429,46,6.8191094
5430,46,6.8273635
5431,46,6.8169637
5432,46,6.8262725
5433,46,6.820151
5434,46,6.837058
5435,46,6.8407364
5436,46,6.8668094
5437,47,6.857092
5438,46,6.856646
5439,46,6.8703027
5440,46,6.8601747
5441,46,6.866493
5442,46,6.8678975
5443,46,6.865814
5444,46,6.8499303
5445,46,6.8611712
5446,46,6.871159
5447,46,6.86847
5448,46,6.8552647
5449,46,6.871358
5450,46,6.8661284
5451,46,6.8598886
5452,46,6.859612
5453,46,6.864545
5454,46,6.8642383
5455,46,6.8575115
5456,46,6.8710866
5457,46,6.865316
5458,46,6.8608594
5459,46,6.8726783
5460,46,6.917921
5461,46,6.816919
5462,47,6.852396
5463,46,6.9163566
5464,46,6.871437
5465,46,6.8276896
5466,46,6.888201
5467,46,6.868447
5468,46,6.8412833
5469,46,6.8666453
5470,46,6.866983
5471,46,6.8464446
5472,46,6.8596144
5473,46,6.8744583
5474,46,6.877624
5475,46,6.8577037
5476,46,6.8727636
5477,46,6.864052
5478,46,6.88493
5479,46,6.8435125
5480,46,6.846064
5481,46,6.8887053
5482,46,6.866264
5483,46,6.84306
5484,46,6.8553824
5485,46,6.8676567
5486,46,6.8685517
5487,46,6.8643494
5488,46,6.861795
5489,46,6.8600736
5490,46,6.873954
5491,46,6.862117
5492,46,6.8670692
5493,46,6.861615
5494,46,6.8545623
5495,46,6.8661785
5496,46,6.9128776
5497,46,6.8313656
5498,46,6.854974
5499,46,6.8636227
5500,46,6.8763523
5501,46,6.863364
5502,46,6.8610415
5503,46,6.8657207
5504,46,6.86336
5505,46,6.867741
5506,46,6.86822
5507,46,6.8508563
5508,46,6.8750267
5509,47,6.870702
5510,46,6.856115
5511,46,6.850807
5512,46,6.8745418
5513,46,6.866966
5514,46,6.8704977
5515,46,6.8666553
5516,46,6.866608
5517,46,6.8671327
5518,46,6.861979
5519,46,6.8656955
5520,46,6.863256
5521,46,6.869582
5522,46,6.860184
5523,46,6.9069824
5524,46,6.826001
5525,46,6.862527
5526,46,6.897536
5527,46,6.8495774
5528,46,6.8433633
5529,46,6.8803787
5530,47,6.841392
5531,46,6.8766847
5532,46,6.915314
5533,46,6.8276806
5534,46,6.8523397
5535,46,6.877363
5536,46,6.894887
5537,46,6.870799
5538,46,6.824706
5539,46,6.890467
5540,46,6.8550296
5541,46,6.837399
5542,46,6.8748765
5543,46,6.8835425
5544,46,6.829769
5545,46,6.877842
5546,46,6.8471603
5547,46,6.8551707
5548,46,6.8567934
5549,46,6.866897
5550,46,6.858932
5551,46,6.8646483
5552,46,6.861401
5553,46,6.8755636
5554,46,6.8636794
5555,46,6.8521605
5556,46,6.861453
5557,46,6.8703747
5558,46,6.8656936
5559,46,6.8639097
5560,46,6.864048
5561,46,6.8592825
5562,46,6.861063
5563,46,6.8693295
5564,46,6.8566933
5565,46,6.8665886
5566,46,6.8810916
5567,46,6.874482
5568,46,6.854468
5569,46,6.860159
5570,46,6.8560777
5571,46,6.87425
5572,46,6.8640666
5573,46,6.858305
5574,46,6.862551
5575,46,6.872053
5576,46,6.870767
5577,46,6.865773
5578,46,6.863245
5579,46,6.8611298
5580,46,6.8588257
5581,46,6.876608
5582,46,6.8657756
5583,46,6.8588433
5584,46,6.862592
5585,46,6.866362
5586,46,6.88958
5587,46,6.8524656
5588,46,6.881412
5589,46,6.886167
5590,246,6.8318143
5591,257,254.56285
5592,265,242.92358
5593,269,241.16756
5594,265,235.54303
5595,266,231.61217
5596,266,225.29872
5597,261,218.9752
5598,256,212.8645
5599,244,207.86067
5600,244,204.85474
5601,242,203.39806
5602,242,203.39001
5603,246,203.59065
5604,242,203.68236
5605,240,203.62042
5606,242,203.8304
5607,240,203.61429
5608,243,203.74136
5609,238,203.4042
5610,242,203.45552
5611,241,203.19968
5612,242,203.01306
5613,238,202.81873
5614,241,202.4795
5615,241,202.3703
5616,237,202.29068
5617,242,202.08319
5618,237,201.88773
5619,241,201.57716
5620,236,201.36208
5621,240,201.09174
5622,237,200.95409
5623,241,200.63712
5624,236,200.345
5625,238,200.1431
5626,236,200.02724
5627,240,199.64294
5628,235,199.5435
5629,240,199.40698
5630,236,199.16417
5631,237,198.96404
5632,239,198.8207
5633,237,198.7476
5634,238,198.39507
5635,239,198.50085
5636,235,198.62216
5637,240,198.05531
5638,235,198.2129
5639,239,197.70358
5640,236,198.14024
5641,239,199.09625
5642,237,199.11266
5643,237,199.09326
5644,238,199.02367
5645,236,198.87599
5646,236,198.3865
5647,236,198.1028
5648,239,197.83177
5649,235,197.70633
5650,239,197.29308
5651,235,197.22205
5652,236,196.96857
5653,237,196.64062
5654,237,196.9773
5655,236,196.70613
5656,239,196.22348
5657,235,196.53941
5658,238,196.57507
5659,236,196.25153
5660,235,196.0253
5661,237,196.39647
5662,237,195.91489
5663,236,195.88846
5664,235,196.03612
5665,239,195.81671
5666,235,195.5433
5667,237,195.6599
5668,237,195.79419
5669,235,195.43147
5670,238,195.21674
5671,234,195.5586
5672,235,195.18068
5673,236,195.09218
5674,237,195.11667
5675,234,194.98636
5676,238,195.01463
5677,235,194.84892
5678,237,194.8038
5679,234,194.74326
5680,236,194.70088
5681,236,194.5831
5682,234,194.5831
5683,237,194.53798
5684,235,194.31427
5685,237,194.49194
5686,236,194.24307
5687,234,194.31668
5688,237,194.14249
5689,233,194.1441
5690,236,194.09631
5691,236,194.11394
5692,236,193.97209
5693,233,194.01805
5694,236,193.93126
5695,235,193.78667
5696,236,193.85095
5697,233,193.67104
5698,237,193.67223
5699,235,193.56052
5700,233,193.50958
5701,236,193.42635
5702,233,193.3942
5703,235,193.35255
5704,235,193.23715
5705,233,193.24527
5706,237,193.11314
5707,235,193.2247
5708,235,192.99295
5709,236,193.03232
5710,236,192.92334
5711,234,192.8476
5712,234,192.88422
5713,236,192.77307
5714,233,192.94147
5715,236,192.42369
5716,235,192.9051
5717,235,192.44966
5718,233,192.45538
5719,235,192.64128
5720,236,192.28941
5721,233,192.43121
5722,236,192.35635
5723,232,192.33397
5724,234,192.15166
5725,236,192.2791
5726,235,192.07022
5727,235,192.15985
5728,232,192.03009
5729,236,191.87943
5730,232,192.18439
5731,234,191.75862
5732,235,191.85114
5733,232,191.63132
5734,236,191.9367
5735,235,191.64476
5736,234,191.4665
5737,232,191.64636
5738,236,191.45166
5739,234,191.50932
5740,233,191.37466
5741,236,191.45143
5742,233,191.20148
5743,235,191.24883
5744,232,191.2495
5745,235,191.10532
5746,234,191.13118
5747,232,191.0045
5748,236,190.94548
5749,232,190.9164
5750,234,190.88928
5751,235,190.79482
5752,231,190.75398
5753,235,190.67238
5754,234,190.60437
5755,235,190.6407
5756,232,190.54657
5757,234,190.42947
5758,234,190.35922
5759,232,190.36832
5760,233,190.22871
5761,233,190.27551
5762,236,190.0633
5763,232,190.13116
5764,234,189.9818
5765,234,189.92566
5766,231,189.92426
5767,235,189.77643
5768,232,189.73573
5769,234,189.80296
5770,234,189.45773
5771,231,189.57057
5772,235,189.49643
5773,231,189.35788
5774,235,189.3113
5775,233,189.2935
5776,232,189.19511
5777,234,188.9569
5778,230,189.06142
5779,235,189.01367
5780,233,188.87256
5781,231,188.59344
5782,235,188.71423
5783,234,188.62521
5784,234,188.47253
5785,231,188.3699
5786,234,188.30315
5787,232,188.1547
5788,232,187.94102
5789,232,187.97246
5790,233,187.95946
5791,233,187.66617
5792,231,187.3752
5793,234,187.73628
5794,234,187.15132
5795,231,187.16603
5796,234,187.17534
5797,232,186.88216
5798,231,186.71573
5799,234,186.43568
5800,231,186.33209
5801,232,186.20433
5802,234,186.0546
5803,235,185.77045
5804,230,185.48215
5805,230,185.41199
5806,234,185.12549
5807,231,184.79642
5808,232,184.58034
5809,231,184.33157
5810,235,184.0377
5811,231,183.6394
5812,231,183.26163
5813,234,183.01038
5814,231,182.5172
5815,232,182.04433
5816,233,181.69551
5817,231,181.01384
5818,233,180.50476
5819,233,179.94714
5820,231,179.09554
5821,231,178.39272
5822,232,177.55557
5823,233,176.64262
5824,230,175.5824
5825,233,174.55936
5826,232,173.02335
5827,234,170.98949
5828,230,169.04776
5829,233,166.5456
5830,233,164.38553
5831,231,162.09557
5832,233,159.84341
5833,232,158.10817
5834,231,156.31134
5835,233,154.85916
5836,232,153.54681
5837,234,152.38426
5838,231,151.74611
5839,233,151.6179
5840,233,150.01149
5841,230,150.62447
5842,234,150.0272
5843,232,149.60425
5844,231,149.68579
5845,234,149.2441
5846,230,149.78247
5847,231,149.2643
5848,232,149.14354
5849,233,149.12746
5850,232,148.87144
5851,229,148.74126
5852,233,148.9822
5853,234,149.17686
5854,233,148.20738
5855,230,148.8746
5856,233,148.71638
5857,232,148.7887
5858,231,148.17902
5859,234,148.68727
5860,231,148.26909
5861,233,148.39343
5862,232,148.40369
5863,230,148.2489
5864,233,148.22728
5865,231,148.0183
5866,232,148.17308
5867,231,148.11409
5868,230,147.93196
5869,232,148.11281
5870,231,147.9351
5871,232,147.60771
5872,233,147.70049
5873,230,147.89699
5874,230,147.53647
5875,232,147.282
5876,233,147.20906
5877,229,147.19234
5878,234,147.16635
5879,231,146.72612
5880,232,146.73393
5881,234,146.48865
5882,230,146.58505
5883,232,146.47948
5884,231,146.02516
5885,232,146.30025
5886,232,146.09554
5887,230,146.42392
5888,233,145.9803
5889,231,146.05998
5890,230,146.18933
5891,233,145.98468
5892,230,146.15498
5893,230,146.13077
5894,231,145.99316
5895,232,145.9968
5896,230,146.07033
5897,233,145.9729
5898,231,146.15018
5899,230,146.04108
5900,230,145.99635
5901,232,146.06216
5902,232,146.11128
5903,231,145.75438
5904,232,146.1998
5905,231,145.96071
5906,230,145.8019
5907,233,146.4636
5908,230,145.73225
5909,230,145.78453
5910,233,146.02382
5911,230,146.48239
5912,230,145.46893
5913,231,145.99477
5914,233,146.24825
5915,230,146.08553
5916,231,145.53677
5917,234,146.29628
5918,233,146.00346
5919,230,145.74533
5920,231,145.91176
5921,233,146.2372
5922,232,145.85654
5923,231,145.97491
5924,232,145.90363
5925,229,145.90157
5926,232,145.68059
5927,232,145.89998
5928,229,145.84761
5929,232,145.7913
5930,231,145.87508
5931,231,145.75555
5932,230,145.91852
5933,231,145.67914
5934,232,145.9692
5935,229,145.77873
5936,230,145.81566
5937,232,145.92267
5938,232,145.62776
5939,229,145.89365
5940,232,145.74239
5941,232,145.9385
5942,230,145.72005
5943,232,145.8057
5944,231,145.73216
5945,229,145.98085
5946,233,145.77469
5947,230,145.84506
5948,233,145.69466
5949,230,145.83139
5950,231,145.80284
5951,232,145.78677
5952,229,145.88719
5953,232,145.74472
5954,231,145.81842
5955,230,145.87198
5956,229,145.86946
5957,232,145.68498
5958,230,145.78024
5959,229,145.89177
5960,233,145.74333
5961,231,145.81004
5962,229,145.79942
5963,230,145.87012
5964,229,145.88211
5965,233,145.76555
5966,230,145.93396
5967,231,146.13806
5968,233,145.24991
5969,229,145.97554
5970,231,146.14027
5971,231,145.64311
5972,229,145.52185
5973,233,146.2207
5974,230,145.65466
5975,231,145.58826
5976,229,145.79547
5977,232,146.06151
5978,230,145.48105
5979,229,145.9403
5980,232,146.1897
5981,230,145.18118
5982,232,145.83336
5983,231,145.9381
5984,229,146.08183
5985,233,145.70604
5986,230,145.42207
5987,231,146.31642
5988,232,145.568
5989,229,145.52151
5990,231,145.82382
5991,231,145.82611
5992,229,145.88954
5993,233,145.71811
5994,230,145.7271
5995,232,145.78801
5996,230,145.72707
5997,229,145.81645
5998,231,145.72452
5999,228,145.66597
6000,232,145.78421
6001,232,145.9256
6002,229,145.74632
6003,230,145.68196
6004,230,145.86987
6005,232,145.5636
6006,228,145.98322
6007,231,145.75742
6008,231,145.71768
6009,228,145.84933
6010,232,145.59943
6011,229,145.89925
