,dishwaser_6_Trans_Init_Bi_gradTruth,dishwaser_6_Trans_Init_Bi_predicted,dishwaser_6_Trans_V7_predicted
6022,1,0.00043121,159.3719
6023,1,-7.97E-05,158.94165
6024,0,-0.000684351,159.49284
6025,1,-0.002412409,159.13028
6026,1,-0.000712007,159.1311
6027,1,-0.002159447,159.28062
6028,1,-0.005354255,159.05167
6029,0,0.003931671,159.56403
6030,0,-0.006721348,159.0687
6031,1,-1.25E-05,159.53975
6032,0,-0.005327553,159.20738
6033,1,-0.004692644,158.93967
6034,0,0.002684027,159.79597
6035,1,-0.006875604,159.04987
6036,0,-0.001289457,159.31866
6037,1,0.001422554,159.42418
6038,1,-0.004628986,158.94783
6039,0,-0.002824396,159.27852
6040,1,-0.003688186,159.44852
6041,1,-0.002856344,159.26593
6042,0,-0.00423345,159.09933
6043,0,-0.00383243,159.28798
6044,0,3.73E-05,159.39006
6045,1,-0.002421707,159.05319
6046,1,-0.004169554,159.04933
6047,1,0.001388937,159.41629
6048,1,-0.005547613,159.06685
6049,1,-0.001906723,159.22653
6050,1,-0.004734367,159.15619
6051,1,0.001916796,159.33179
6052,1,-0.002240509,159.19676
6053,0,-0.001933664,159.0249
6054,0,-0.001934379,159.25839
6055,0,-0.002502769,159.20102
6056,0,-0.000396103,159.25957
6057,1,-0.003859609,159.2191
6058,0,-0.001083702,159.16898
6059,1,-0.002768606,159.28133
6060,1,-0.003942102,158.85683
6061,1,1.09E-05,159.22438
6062,1,-0.003043979,159.1505
6063,0,-0.002567619,158.92491
6064,0,-0.002853721,159.44466
6065,1,-0.003088087,158.73006
6066,1,-0.001756758,159.31866
6067,1,-0.005173296,159.05304
6068,1,-0.001230091,159.0937
6069,1,-0.002554029,159.27449
6070,1,-0.002289623,158.90184
6071,0,-0.003242105,159.14917
6072,1,-0.002870411,158.88965
6073,1,-0.003303617,159.19157
6074,0,-0.003825992,159.08458
6075,0,-0.00124082,159.22826
6076,1,-0.005435318,158.88246
6077,0,-0.003619045,158.90744
6078,0,-0.00420484,159.3706
6079,0,-0.000279278,159.17296
6080,1,-0.003403753,158.93687
6081,1,-0.003130525,159.19606
6082,1,-0.002310842,159.07811
6083,1,-0.003310293,159.10992
6084,1,-0.002963394,159.01347
6085,1,-0.000455469,159.13643
6086,0,-0.00304088,158.92159
6087,1,-0.002723068,159.02118
6088,1,-0.003100723,159.1994
6089,0,-0.003108114,159.10565
6090,1,-0.004164785,159.10194
6091,1,-0.001193851,159.01364
6092,1,-0.00797376,158.85368
6093,0,-0.000456899,159.31683
6094,0,-0.003010839,159.25998
6095,1,-0.00635156,158.34966
6096,1,-0.007039875,159.08246
6097,0,-0.000850529,159.18271
6098,1,-0.007310003,158.65392
6099,0,4.35E-05,159.22543
6100,1,-0.007177919,158.81372
6101,0,-0.004429191,158.96748
6102,1,-0.005430549,159.02963
6103,0,-0.006294578,158.87276
6104,1,-0.001406759,159.25163
6105,1,-0.007209867,158.78926
6106,0,-0.004498094,159.03366
6107,1,-0.001722425,159.18971
6108,1,-0.00413093,158.7087
6109,0,-0.004400581,158.94519
6110,1,-0.006721109,158.86633
6111,1,-0.005467266,159.15565
6112,1,-0.001277059,159.03345
6113,0,-0.006082863,158.83199
6114,1,-0.005997032,158.82841
6115,0,-0.002058357,159.3789
6116,1,-0.001320213,158.78644
6117,1,-0.004024833,158.96936
6118,0,-0.003222078,158.77054
6119,1,-0.003741592,158.99092
6120,1,-0.00174889,158.8742
6121,0,-0.004294008,158.97261
6122,0,-0.001970619,159.12587
6123,0,-0.001925796,159.03958
6124,1,-0.004086107,158.76558
6125,1,-0.002872795,158.81616
6126,0,-0.002122492,159.21182
6127,1,-0.002532572,158.80412
6128,1,-0.002441019,159.07297
6129,0,-0.004792303,159.0234
6130,1,-0.003341049,158.76314
6131,0,-0.002586454,159.10481
6132,1,-0.004032701,158.94238
6133,1,-0.002124161,159.00014
6134,1,-0.002873749,158.97273
6135,1,-0.004222721,158.93503
6136,1,-0.004103035,159.01184
6137,1,-0.003262371,159.07167
6138,1,-0.005257934,159.10214
6139,1,-0.001477331,158.90144
6140,0,-0.005366653,159.17781
6141,1,-0.001611084,158.78242
6142,1,-0.003723711,158.86719
6143,1,-0.002657026,159.1066
6144,1,-0.002595276,158.9187
6145,1,-0.001590103,158.76149
6146,1,-0.004426092,158.82352
6147,0,-0.004229397,158.95764
6148,0,-0.0025433,158.81842
6149,1,-0.001684517,158.82294
6150,0,-0.004194349,158.99231
6151,1,-0.002424091,159.0415
6152,1,-0.000943035,158.80806
6153,0,-0.005383819,158.90924
6154,1,-0.002674669,159.13478
6155,1,-0.007604212,158.75528
6156,1,0.001532942,159.18831
6157,1,-0.007689804,158.72726
6158,0,-0.00918445,158.80266
6159,1,0.000320107,159.3655
6160,1,0.000817925,158.83981
6161,1,-0.010798782,158.64772
6162,0,-0.000562757,159.51422
6163,1,0.000956923,158.68246
6164,0,-0.007010788,158.6725
6165,1,-0.005649656,159.14534
6166,1,-0.004724115,158.8491
6167,1,0.001436144,159.3983
6168,1,-0.000535101,158.96281
6169,0,-0.006222338,158.59329
6170,0,-0.006340593,158.96918
6171,1,-0.004345745,158.75249
6172,0,-0.003394455,159.19684
6173,1,-0.004816383,158.93549
6174,1,0.000853449,159.34573
6175,1,-0.006528705,158.50043
6176,1,-0.001329511,159.0336
6177,1,-0.002014726,159.16823
6178,1,-0.002141327,158.8209
6179,0,-0.001564831,159.09764
6180,1,-0.002245754,158.94586
6181,0,-0.002343506,158.6578
6182,1,-0.003416151,159.09818
6183,1,-0.002857059,159.19928
6184,0,-0.001502842,159.10078
6185,1,-0.003928036,158.93387
6186,0,-0.003830046,159.10991
6187,0,-0.003065199,159.05429
6188,1,-0.002385229,159.13483
6189,1,-0.003050894,158.93364
6190,1,-0.003103584,159.10092
6191,0,-0.001783937,159.02385
6192,1,-0.002581686,159.04945
6193,1,-0.000402302,159.06781
6194,0,-0.002033085,159.03622
6195,1,-7.88E-05,159.04665
6196,0,-0.00066933,158.88931
6197,0,-0.006403774,158.64331
6198,1,-0.004602999,159.38193
6199,1,-0.00145182,159.15742
6200,0,-0.000632614,159.07666
6201,0,-0.001752466,159.10422
6202,1,-0.003444046,159.04654
6203,1,-0.003393501,158.87552
6204,1,-0.000956148,158.97519
6205,1,-0.003971189,159.06659
6206,0,-0.003868431,159.10684
6207,0,0.003076702,158.91534
6208,0,-0.002167314,159.25298
6209,1,-0.005967468,158.70175
6210,0,0.000275522,159.34363
6211,0,-0.002875894,158.82507
6212,0,-0.004609674,159.18214
6213,0,-0.001435846,158.98035
6214,0,-0.002227157,159.27036
6215,1,-0.00200066,158.92076
6216,1,-0.002152294,159.16066
6217,1,-0.004685968,158.88362
6218,0,-0.004302591,159.1736
6219,1,0.002602011,159.36478
6220,1,-0.006166786,158.80246
6221,1,-0.000870317,159.1926
6222,1,-0.002965778,159.12213
6223,0,-0.004504293,158.93889
6224,1,-0.004275173,159.03941
6225,1,0.000503927,159.34454
6226,1,-0.003038019,158.81293
6227,1,-0.003712505,159.19133
6228,0,-0.002926439,158.95459
6229,0,-0.002225488,159.20192
6230,0,-0.002740711,159.02167
6231,1,-0.007445425,158.9355
6232,0,-0.00364241,158.96725
6233,0,-0.002324194,159.49455
6234,0,-0.004938215,158.97603
6235,1,-0.005593389,159.02692
6236,0,-0.001010031,159.16104
6237,0,-0.004416794,159.13002
6238,1,-0.006080478,159.02226
6239,1,1.18E-05,159.2923
6240,0,-0.005735725,158.90538
6241,1,0.000207573,159.2572
6242,0,-0.001964182,159.17854
6243,1,-0.001414388,158.91518
6244,1,-0.004163116,159.25833
6245,0,-0.004209369,158.89883
6246,1,-0.001871675,159.30624
6247,1,-0.001351923,158.85478
6248,1,-0.002006859,159.34792
6249,0,-0.003502458,158.96358
6250,1,-0.001372904,159.56879
6251,0,-0.001688331,159.18614
6252,1,-0.00164184,159.22906
6253,1,-0.000717491,159.34856
6254,1,-0.002380699,159.08456
6255,0,0.001930386,159.34213
6256,1,-0.002130359,159.3203
6257,1,-0.002332538,159.01796
6258,0,-0.001797766,159.38203
6259,0,-0.000376552,159.1942
6260,1,-0.002371162,159.18166
6261,0,-0.002233833,159.1745
6262,0,-0.002554745,159.35118
6263,1,-0.001335949,159.20102
6264,0,-0.001655906,159.19496
6265,1,-0.001606315,159.27014
6266,0,-0.001680464,159.26926
6267,0,-0.00208506,159.03905
6268,1,-0.00340876,159.34402
6269,1,-0.000768274,159.04549
6270,0,-0.00553593,159.02917
6271,1,-0.002694219,159.31978
6272,0,-0.001531214,159.43408
6273,0,0.000529677,158.969
6274,1,-0.003390878,159.34477
6275,0,-0.001646608,159.17401
6276,1,-0.001423925,159.14691
6277,1,-0.003358692,159.04655
6278,1,-0.00058803,159.53212
6279,0,-0.003172964,159.19254
6280,0,-0.000315279,159.04124
6281,1,-0.006948561,159.04312
6282,1,-0.00236997,159.36882
6283,1,-0.006199449,158.9574
6284,0,-0.004483074,159.09404
6285,1,-0.001749128,159.35904
6286,1,-0.005935282,158.80869
6287,0,-0.00498566,158.97768
6288,1,-0.000602335,159.3898
6289,1,-0.001603454,158.904
6290,0,-0.009610027,158.60622
6291,1,-0.004272789,159.38167
6292,1,-0.000108093,159.44327
6293,1,-0.007926077,158.28453
6294,0,-0.004720062,159.34796
6295,1,-0.00058946,159.32866
6296,1,-0.002978414,159.01636
6297,0,-0.002902359,159.22646
6298,1,-0.003318161,159.04239
6299,0,-0.010180563,158.70462
6300,1,-0.004024118,159.23569
6301,1,-0.00205192,159.4221
6302,1,-0.002824158,159.06131
6303,0,-0.004647821,159.13837
6304,1,-0.003075928,159.32178
6305,1,-0.001557678,158.8366
6306,0,-0.003122658,159.16602
6307,0,-0.001538843,159.1842
6308,1,-0.004098982,159.05177
6309,1,-0.002850622,158.987
6310,0,-0.003142446,159.22409
6311,0,-0.002943605,158.81561
6312,0,-0.001092762,159.40347
6313,1,-0.002148002,158.88678
6314,1,-0.003134102,159.12894
6315,0,-0.003673166,158.9313
6316,1,-0.002108902,159.24234
6317,1,-0.003076404,159.0961
6318,0,-0.003042549,159.09169
6319,1,-0.001081795,159.21678
6320,1,0.000227124,159.02048
6321,1,-0.002172321,159.14745
6322,1,-0.003902763,159.01396
6323,1,-0.000215381,159.19264
6324,1,-0.002212852,159.13788
6325,1,-0.001629919,159.03015
6326,1,-0.00097093,159.18198
6327,1,-0.002432197,158.76125
6328,0,-0.001955122,159.2302
6329,1,-0.003670067,159.13316
6330,0,-0.000528663,158.8122
6331,0,-0.002212375,159.21814
6332,1,-0.000348419,159.07909
6333,0,-0.000554651,159.0769
6334,0,-0.001566976,159.04906
6335,1,0.000675112,158.99355
6336,1,-0.00020799,158.9889
6337,0,-0.000981182,159.22954
6338,0,-0.001574606,159.18433
6339,1,0.000434548,159.07574
6340,1,0.001486212,159.01521
6341,1,0.000220686,159.14589
6342,0,-0.001834959,158.95624
6343,1,-0.000907987,158.86789
6344,1,-0.000894398,159.3579
6345,1,-0.006344169,158.8586
6346,1,-0.00623855,158.99155
6347,0,0.000986964,159.65297
6348,1,0.001402766,158.71265
6349,0,-0.00555262,158.71635
6350,1,0.002530724,159.26553
6351,1,-0.001837343,158.85127
6352,0,-0.007011026,158.53452
6353,1,-0.003508419,159.25862
6354,1,0.003406197,159.45432
6355,0,-0.003345817,158.7228
6356,0,-0.006261677,158.7524
6357,1,0.001555115,159.49944
6358,1,-0.001259655,158.67767
6359,0,-0.004886717,158.83025
6360,0,0.000269324,159.32806
6361,1,-0.000987619,159.09193
6362,0,-0.008934349,158.27713
6363,1,-0.004462332,159.43745
6364,1,-0.002366394,159.1365
6365,0,-0.003038734,159.05577
6366,1,-0.005853504,158.80334
6367,1,-0.00333795,159.16994
6368,0,0.002371222,159.41174
6369,0,-0.000736803,158.81587
6370,1,-0.002046913,158.92786
6371,0,-0.000896782,158.83379
6372,0,-0.002158016,159.29779
6373,1,-0.000765413,159.02028
6374,1,-0.000616163,159.12476
6375,1,-0.001990885,159.0173
6376,1,-0.000816911,158.99402
6377,0,-0.000935167,159.15765
6378,0,-0.00061664,158.84067
6379,1,-0.001206726,159.19846
6380,1,-0.001719564,159.00702
6381,0,-0.002650827,158.7255
6382,0,-0.001634449,159.22217
6383,1,-0.000110716,158.77814
6384,1,-0.00203523,159.14679
6385,0,-0.001817793,159.10942
6386,0,-0.001561493,159.21353
6387,1,-0.002858251,158.80492
6388,0,-0.002521604,158.93787
6389,0,-0.003978819,158.86557
6390,0,-0.003451675,158.86226
6391,0,-0.000385851,159.19147
6392,1,-0.002048105,158.745
6393,1,-0.002729267,159.12862
6394,0,-0.002555698,158.86238
6395,0,0.000391394,158.83356
6396,0,-0.0010961,159.00966
6397,1,-0.002701849,158.82246
6398,1,0.000439793,159.14688
6399,1,0.000948578,158.90169
6400,1,-0.003419012,159.02551
6401,0,0.00188604,159.01263
6402,1,0.00246945,159.0205
6403,1,-0.002521366,158.95287
6404,1,-6.42E-05,158.94473
6405,1,0.002766043,159.31894
6406,0,-0.000471443,158.87814
6407,1,0.001133829,159.14522
6408,0,-0.003643125,158.75964
6409,1,0.001588494,158.98097
6410,1,-0.001015037,158.90926
6411,0,-0.00170669,159.09785
6412,1,-0.003411621,159.09496
6413,0,0.001543671,159.14993
6414,0,0.000237852,158.99884
6415,1,-0.004677624,158.52922
6416,0,0.002961546,159.48444
6417,1,-0.003704876,158.86652
6418,1,0.003425986,159.03824
6419,0,-0.001766533,158.87985
6420,1,-1.52E-06,159.22545
6421,1,-0.005609125,158.82578
6422,1,0.002624422,159.33998
6423,1,-0.001435369,158.87424
6424,1,-0.00513348,158.8258
6425,0,0.002551466,159.53088
6426,1,-0.002619594,158.91077
6427,1,-0.001242727,158.8422
6428,1,0.00097242,159.14305
6429,0,-0.001375049,158.77861
6430,0,-0.003735632,158.68384
6431,0,0.002777249,159.29776
6432,0,0.000590712,159.0155
6433,0,-0.002037138,158.96484
6434,1,-0.000852674,158.86638
6435,0,0.000549465,159.22395
6436,1,-0.000163168,158.8636
6437,1,-0.000914425,158.97891
6438,0,0.002311617,159.00142
6439,1,0.001556546,159.07367
6440,0,-0.000465006,158.9825
6441,0,0.000156075,159.03256
6442,0,-0.00046429,158.90964
6443,1,0.002102763,159.05595
6444,0,-0.001349777,158.93579
6445,0,0.000569016,159.00562
6446,1,-0.000597805,159.06024
6447,1,0.000543028,158.79033
6448,0,-0.001977533,158.98563
6449,0,0.001086861,159.15425
6450,1,-0.000519842,158.81055
6451,0,-0.000888675,159.15582
6452,1,-0.001211256,158.88489
6453,1,-0.001357168,158.97667
6454,1,-0.000764459,158.90579
6455,1,8.07E-05,159.10765
6456,1,-0.00246796,158.97716
6457,1,0.001848847,158.97641
6458,0,-0.001921028,158.96257
6459,1,3.00E-05,158.92252
6460,0,-0.002124161,159.33804
6461,0,0.001107842,158.96822
6462,0,-4.97E-05,159.19228
6463,0,-0.000542969,159.04768
6464,0,0.001295716,159.09073
6465,1,-8.90E-05,159.05742
6466,0,0.004812866,158.64247
6467,0,-0.000792116,159.0282
6468,1,0.000651747,158.73573
6469,1,-0.003187269,158.96622
6470,0,0.000879675,158.96936
6471,0,-0.006739706,158.59319
6472,0,0.000779778,159.56638
6473,0,0.00187555,158.86678
6474,0,-0.004807085,158.74825
6475,1,0.003621012,159.33716
6476,1,0.001054198,158.56407
6477,1,-0.003970712,158.67683
6478,0,-0.00056681,159.06844
6479,0,0.003035933,159.25223
6480,0,-0.00526008,158.39641
6481,1,-0.002042383,159.40727
6482,0,0.002899557,159.2963
6483,0,0.0008699,158.78723
6484,1,-0.005490631,158.53061
6485,1,0.001589447,159.04387
6486,0,0.002906948,159.14058
6487,1,-0.006194681,158.5403
6488,0,-0.004074186,159.13902
6489,0,0.006713301,159.24738
6490,0,9.46E-05,159.07556
6491,1,-0.005873054,158.62967
6492,0,0.001708418,159.55699
6493,0,0.003327757,159.03337
6494,1,0.000736147,158.8372
6495,1,0.000721604,159.18164
6496,1,0.001534373,158.7002
6497,1,0.002197653,159.17966
6498,0,0.000481278,158.6667
6499,1,-0.000993818,158.91422
6500,1,0.002801567,159.27002
6501,0,-0.000214666,158.69481
6502,1,0.002096802,158.84846
6503,1,0.001426846,159.21446
6504,1,-0.00213179,158.9167
6505,1,0.001584202,158.93741
6506,0,0.002239853,159.1462
6507,1,0.001491219,158.70229
6508,1,0.000130802,159.2515
6509,0,-0.000136226,159.0043
6510,0,-3.20E-05,159.15497
6511,1,0.000521332,159.08504
6512,0,0.001065403,159.07944
6513,0,0.00241223,159.15715
6514,0,0.001255661,158.90274
6515,1,-0.000528663,158.97852
6516,0,0.000608116,158.8001
6517,0,0.000613362,159.37343
6518,0,0.00076142,158.88637
6519,0,-0.000862926,159.01079
6520,0,0.000930458,158.7964
6521,0,0.001007706,159.34038
6522,1,0.000235945,159.07639
6523,0,0.00149861,159.01111
6524,1,-0.000968307,158.91084
6525,1,0.000976235,159.30817
6526,1,0.000301272,158.96283
6527,1,0.002275854,159.01079
6528,0,-0.000658125,158.83948
6529,1,-0.000126451,158.8372
6530,1,0.001863152,159.29437
6531,0,0.002205044,159.04802
6532,1,-0.000826925,159.17108
6533,1,0.002553135,158.85257
6534,0,0.002074868,158.91472
6535,1,-0.000505298,159.23761
6536,1,-0.004413456,158.7272
6537,1,0.003131062,159.35904
6538,0,0.00175634,159.18018
6539,0,-0.00306496,158.80202
6540,1,0.004290015,159.28746
6541,1,-0.000776142,158.89238
6542,0,-0.000191778,158.86353
6543,0,-0.003610224,158.74678
6544,1,0.003983408,159.3771
6545,0,-0.002041668,159.05333
6546,0,-0.003027529,158.71358
6547,1,-0.001987547,159.01884
6548,0,0.003887564,159.26636
6549,0,-0.003314108,158.9024
6550,1,-0.003084987,158.89015
6551,0,-0.001570553,159.13565
6552,0,-0.00051865,158.68822
6553,1,0.000701338,159.29659
6554,1,-0.001985163,158.94557
6555,1,-0.00235638,158.71843
6556,0,0.002279431,159.20233
6557,0,0.00174585,159.36493
6558,1,0.001058728,158.94261
6559,1,0.001013428,159.08331
6560,0,0.001006037,158.8696
6561,1,-0.001274437,159.13007
6562,1,-0.000934452,159.0888
6563,1,0.001574427,158.88084
6564,1,0.001569659,159.37865
6565,1,-0.001224846,158.97664
6566,0,0.002516896,159.21245
6567,1,0.001091868,158.89587
6568,0,0.00025478,158.93823
6569,1,-0.000106663,159.299
6570,0,0.000969797,158.82242
6571,0,0.001072079,158.90273
6572,0,-0.000200838,159.20819
6573,0,0.000554234,159.08524
6574,0,0.000454098,158.96141
6575,1,0.001621157,158.98865
6576,0,0.001638562,159.2449
6577,0,-0.000533193,159.05434
6578,1,0.000313908,159.23157
6579,1,0.001350313,159.05826
6580,0,0.00025335,158.86487
6581,1,0.000308901,158.81369
6582,0,2.42E-05,158.9991
6583,0,0.001204401,159.39955
6584,1,-0.000822395,159.02115
6585,1,0.001357943,159.10422
6586,0,0.002483517,158.77933
6587,0,-0.000118583,159.07027
6588,0,0.001686245,159.27895
6589,0,-0.000367254,159.06439
6590,1,0.001200587,158.96303
6591,0,0.000114113,159.24478
6592,0,0.002036005,159.08934
6593,0,0.002111822,159.01538
6594,1,0.001863629,159.2115
6595,0,-0.000949234,158.9689
6596,0,0.001114994,159.10625
6597,1,0.000410944,158.93729
6598,1,-0.003398985,158.70474
6599,0,-0.003557295,159.0641
6600,1,0.003967196,159.48279
6601,0,0.001839072,159.1401
6602,1,-0.004190534,158.50606
6603,1,0.007727295,159.62617
6604,1,0.002668768,158.76573
6605,0,-0.001902908,158.87708
6606,0,0.002008587,159.15424
6607,1,0.001072794,159.09265
6608,1,-0.001348585,158.65616
6609,0,-0.00450477,158.91383
6610,1,0.004095227,159.34668
6611,1,-0.003319353,158.7414
6612,0,-0.004200548,158.7684
6613,1,0.00276652,159.48502
6614,1,-0.001771301,158.34505
6615,0,-0.000686497,158.85936
6616,1,-0.0049375,159.0558
6617,1,0.003408104,159.48102
6618,1,0.001773506,158.82324
6619,1,0.000935227,158.60852
6620,1,3.45E-05,159.34518
6621,0,-0.001405329,158.76805
6622,0,0.000931889,158.99936
6623,1,-0.001542181,158.71503
6624,0,0.001331717,159.20459
6625,1,0.000249535,159.2053
6626,1,-0.0003663,159.01079
6627,0,0.00266543,158.89842
6628,0,0.000963122,158.84598
6629,0,-7.50E-05,159.26674
6630,0,0.000342518,159.13756
6631,1,0.000619561,158.71396
6632,0,0.000525385,158.89656
6633,1,-0.001381248,159.09952
6634,0,-0.000872463,159.05305
6635,0,0.001635939,159.11082
6636,1,0.001720101,159.10776
6637,0,-8.54E-05,158.90181
6638,1,-0.000812382,159.11378
6639,1,2.06E-06,158.98918
6640,1,0.002250105,158.9594
6641,1,0.00165835,159.34654
6642,0,-0.001736254,158.85876
6643,1,-0.001231521,158.96199
6644,0,0.001832873,159.24113
6645,0,-0.00058946,158.9415
6646,0,-3.39E-05,158.96518
6647,1,-0.000713438,159.11795
6648,1,0.001122624,159.05235
6649,0,0.001831204,158.91512
6650,1,-0.000369161,159.12187
6651,1,0.00202027,158.97528
6652,1,-7.07E-05,158.9645
6653,1,-0.001584858,159.12283
6654,1,0.001943976,159.13281
6655,0,0.000795513,158.6762
6656,1,0.001704603,159.20662
6657,0,-0.000990003,159.13727
6658,0,0.001669318,159.03137
6659,1,0.000503689,159.00955
6660,0,0.002092511,159.02565
6661,1,-0.003385156,158.76155
6662,1,0.000465542,159.39154
6663,0,0.003069788,159.22919
6664,0,-0.005432695,158.47646
6665,1,0.00487867,159.38483
6666,0,0.000688702,159.09534
6667,1,-0.005724281,158.66576
6668,1,-0.003440231,159.2983
6669,1,0.005948693,159.11864
6670,0,0.001659781,158.80063
6671,1,-0.005854935,158.69734
6672,1,0.004996449,159.61589
6673,1,0.002087265,159.01538
6674,0,-0.005238146,158.43828
6675,1,-0.000148147,159.31743
6676,1,0.001954705,159.25653
6677,1,-0.001553148,158.92473
6678,1,-0.002024025,158.88406
6679,0,0.000775248,159.27673
6680,1,-0.002110094,158.80687
6681,0,-0.000407785,159.0623
6682,0,-0.001172394,159.27992
6683,1,0.003216416,159.06123
6684,0,0.002228171,158.9021
6685,0,-2.04E-05,159.02547
6686,1,0.00012365,159.15506
6687,0,0.001123339,158.70589
6688,0,0.001427323,158.90184
6689,1,-0.001431793,159.10316
6690,1,0.000491768,159.11243
6691,0,0.001792342,159.0432
6692,0,1.06E-05,158.83315
6693,1,0.000280529,159.10963
6694,0,0.00133577,159.2398
6695,0,0.000827462,159.19629
6696,1,0.00067988,159.06291
6697,0,-0.000855297,158.70905
6698,0,0.001410395,159.34828
6699,1,0.001686007,159.18304
6700,1,0.000423819,159.04652
6701,0,0.000423342,158.99345
6702,1,0.000551134,159.12485
6703,1,0.002079636,158.97322
6704,1,0.001948029,159.11542
6705,1,-0.001023382,159.15785
6706,0,-0.000193208,159.09627
6707,0,0.002359539,159.27943
6708,1,0.000896364,158.85823
6709,0,-0.000961155,159.42973
6710,0,0.00102225,158.99246
6711,1,0.00332728,159.25415
6712,1,0.000322253,158.84178
6713,1,0.001386792,159.45142
6714,0,0.000199467,159.34332
6715,1,0.001131684,159.42442
6716,1,0.006285816,159.13933
6717,0,0.005155474,159.38297
6718,0,-0.001729101,158.8717
6719,1,0.002360255,159.36981
6720,1,0.004957587,158.98843
6721,0,0.001693636,159.49037
6722,1,-0.002087444,159.24744
6723,0,-0.004003614,158.91135
6724,1,0.005989462,159.56293
6725,1,-0.002315611,159.00516
6726,0,-0.001429409,159.14236
6727,1,0.005441815,159.67278
6728,0,-0.00091657,158.74469
6729,1,-0.001512379,159.15407
6730,1,0.001441151,159.39546
6731,0,0.003904969,159.15916
6732,0,0.000549465,159.11093
6733,1,-0.000774473,159.41428
6734,0,0.004751593,159.07085
6735,0,0.001158625,159.14099
6736,0,-0.000959247,159.0126
6737,0,0.003710419,159.4185
6738,0,-0.001260608,159.0888
6739,1,-0.002998918,158.90475
6740,1,0.001665503,159.34436
6741,1,-0.000899643,159.1888
6742,1,0.003115088,159.26509
6743,1,-0.000340551,159.15906
6744,0,0.002634436,159.34529
6745,1,0.000569493,158.9745
6746,1,7.12E-05,159.0849
6747,0,0.008636147,161.48747
6748,0,0.003894001,160.095
6749,0,0.003811747,159.92094
6750,1,0.006527335,160.09438
6751,1,0.003785521,160.09604
6752,0,0.004120499,159.85283
6753,0,0.003973633,160.20793
6754,0,0.000122219,159.79445
6755,0,0.004625708,160.11777
6756,1,0.005741507,160.29929
6757,1,0.002772242,159.72427
6758,0,0.003436476,160.07077
6759,0,0.003868491,160.25449
6760,1,0.002210528,159.63687
6761,1,0.003256232,160.40994
6762,1,0.002782971,160.05379
6763,1,0.003061205,160.03433
6764,1,0.003389031,160.1984
6765,1,0.000695139,159.58958
6766,0,0.002274185,160.24574
6767,0,0.003087193,159.96104
6768,1,0.002532154,159.85793
6769,0,0.001172453,160.21568
6770,0,0.00157395,159.93285
6771,1,0.000204235,160.17998
6772,1,0.004064947,159.70216
6773,1,0.000997931,159.99884
6774,0,0.001188904,159.85304
6775,1,0.00375405,159.90602
6776,0,0.001398712,160.10843
6777,1,0.000270039,159.60509
6778,1,0.003671795,160.18825
6779,0,0.001202256,159.88344
6780,0,0.002191216,159.78777
6781,1,0.000608593,159.70306
6782,1,0.00445047,160.11664
6783,0,0.001753002,160.26178
6784,1,0.000564486,159.51764
6785,1,0.002447039,159.97714
6786,1,-0.003209919,159.84334
6787,1,0.005753189,160.40349
6788,1,0.002868086,159.73848
6789,0,-0.000388473,159.74362
6790,1,0.005033404,160.31192
6791,0,9.50E-05,159.82442
6792,0,0.0022358,159.77345
6793,0,0.003697306,160.02664
6794,1,-0.001565069,160.00258
6795,0,0.000651985,160.26091
6796,0,-0.004821867,159.37357
6797,1,0.002420098,160.60374
6798,0,-0.00115189,160.0075
6799,0,-0.005690664,159.88043
6800,1,-0.003952354,159.83058
6801,0,0.004755408,160.38881
6802,0,-0.007158607,159.80644
6803,1,-8.94E-08,160.1902
6804,0,-0.002062649,159.53384
6805,0,-0.003257603,160.00548
6806,0,-0.000622362,160.18558
6807,1,-0.002427906,159.62762
6808,0,0.001534134,160.14859
6809,0,-0.000626415,160.33229
6810,0,-0.002292723,159.9397
6811,1,0.001782328,160.13217
6812,0,-0.001401514,159.94379
6813,0,-0.001790851,160.18481
6814,1,3.38E-05,159.8933
6815,1,-0.001936287,159.84053
6816,0,-0.001952738,160.09325
6817,1,-0.001912445,160.16003
6818,1,-0.0003272,159.96483
6819,1,-0.003376097,160.04788
6820,0,0.001235396,159.8099
6821,0,0.000859886,160.41742
6822,1,-0.002033562,160.17555
6823,0,-0.000336975,159.9715
6824,0,-0.001139253,159.94403
6825,1,-0.001089424,160.06613
6826,0,0.00053373,160.24515
6827,1,-0.002058834,160.06856
6828,1,-0.006454557,157.84505
6829,1,-0.002631038,159.5305
6830,1,-0.007238239,159.04973
6831,0,-0.004113048,159.12863
6832,1,-0.004808515,159.17691
6833,0,-0.004072279,159.18422
6834,0,-0.00824222,159.06752
6835,1,-0.003339857,159.13448
6836,1,-0.006099075,159.24582
6837,1,-0.003892988,159.29512
6838,0,-0.004428953,159.20157
6839,1,-0.003971666,159.0935
6840,0,-0.004320234,159.194
6841,1,-0.003914684,159.08862
6842,0,-0.007370561,158.99365
6843,0,-0.003134102,159.17278
6844,1,-0.006796926,159.27063
6845,1,-0.002452701,159.05473
6846,1,-0.003582805,159.17865
6847,0,-0.005123466,159.12564
6848,1,-0.006421894,159.06937
6849,1,-0.001833767,158.84644
6850,1,-0.005168289,159.45235
6851,1,-0.008354992,158.89056
6852,0,0.001283318,159.32245
6853,1,-0.003755182,159.2452
6854,1,-0.005581468,158.80821
6855,1,-0.007889599,159.05243
6856,1,0.001738697,159.64542
