,dishwaser_6_Trans_V7_gradTruth,dishwaser_6_Trans_V7_predicted
5195,0.0,148.1766
5196,0.0,149.65381
5197,0.0,149.1611
5198,0.0,148.23997
5199,0.0,149.8543
5200,0.0,150.39674
5201,0.0,150.32336
5202,0.0,147.8421
5203,0.0,150.81581
5204,0.0,149.31842
5205,0.0,149.78456
5206,0.0,149.55167
5207,0.0,150.6215
5208,0.0,148.08322
5209,0.0,152.56921
5210,0.0,150.21457
5211,0.0,149.40678
5212,0.0,151.13626
5213,0.0,149.80666
5214,0.0,149.9526
5215,0.0,150.38126
5216,0.0,150.65196
5217,0.0,149.53009
5218,0.0,149.24867
5219,0.0,151.8438
5220,0.0,149.77977
5221,0.0,149.80751
5222,0.0,151.02661
5223,0.0,150.18999
5224,0.0,149.94023
5225,0.0,150.79752
5226,0.0,148.9675
5227,0.0,151.47028
5228,0.0,148.99062
5229,0.0,151.01268
5230,0.0,149.8498
5231,0.0,149.68442
5232,0.0,149.98062
5233,0.0,149.12779
5234,0.0,149.21602
5235,0.0,148.89627
5236,0.0,149.12512
5237,0.0,148.68016
5238,0.0,149.88716
5239,0.0,150.35391
5240,0.0,148.48616
5241,0.0,149.38838
5242,0.0,149.23172
5243,0.0,149.04575
5244,0.0,150.70766
5245,0.0,148.94795
5246,0.0,148.31236
5247,0.0,149.86292
5248,0.0,148.77182
5249,0.0,150.17067
5250,0.0,149.36995
5251,0.0,148.96312
5252,0.0,148.2681
5253,0.0,151.62323
5254,0.0,150.21608
5255,0.0,149.75096
5256,0.0,150.4172
5257,0.0,150.39339
5258,0.0,150.66148
5259,0.0,149.44254
5260,0.0,149.341
5261,0.0,149.52028
5262,0.0,149.44995
5263,1.0,149.82478
5264,0.0,149.75185
5265,0.0,147.73158
5266,0.0,150.7496
5267,0.0,149.74323
5268,0.0,149.35184
5269,0.0,150.1054
5270,0.0,148.98265
5271,0.0,150.02988
5272,0.0,151.42012
5273,0.0,150.03973
5274,0.0,150.57684
5275,0.0,151.29274
5276,0.0,148.52641
5277,0.0,149.82608
5278,0.0,150.04799
5279,0.0,150.02994
5280,0.0,150.03752
5281,0.0,150.31628
5282,0.0,150.35065
5283,0.0,149.76108
5284,0.0,150.72656
5285,0.0,151.16275
5286,0.0,148.81409
5287,0.0,149.01607
5288,0.0,149.76973
5289,0.0,151.9755
5290,0.0,148.99985
5291,0.0,149.7019
5292,0.0,149.38615
5293,0.0,150.69756
5294,0.0,148.71492
5295,0.0,150.28362
5296,0.0,149.35832
5297,0.0,148.55624
5298,0.0,149.88861
5299,0.0,150.88628
5300,0.0,150.3773
5301,0.0,148.27158
5302,0.0,150.01198
5303,0.0,149.16563
5304,0.0,148.14447
5305,0.0,150.32198
5306,0.0,149.61156
5307,0.0,149.37181
5308,0.0,149.80476
5309,0.0,148.37418
5310,0.0,150.43391
5311,0.0,149.948
5312,0.0,149.60547
5313,0.0,150.07825
5314,0.0,148.78831
5315,0.0,150.3739
5316,0.0,149.88528
5317,0.0,148.93616
5318,0.0,149.70506
5319,0.0,150.61598
5320,0.0,149.27522
5321,0.0,150.28596
5322,0.0,149.26888
5323,0.0,148.2339
5324,0.0,151.23915
5325,0.0,149.50565
5326,0.0,149.14021
5327,0.0,149.75888
5328,0.0,149.70671
5329,0.0,149.62349
5330,0.0,149.92111
5331,0.0,149.60686
5332,0.0,149.32002
5333,0.0,149.71523
5334,0.0,150.68166
5335,0.0,149.84142
5336,0.0,150.69385
5337,0.0,149.39536
5338,0.0,175.25734
5339,0.0,160.66086
5340,0.0,156.9958
5341,0.0,159.12607
5342,0.0,156.20303
5343,0.0,159.45052
5344,0.0,159.1398
5345,0.0,156.90306
5346,0.0,158.1384
5347,0.0,158.4366
5348,0.0,160.66328
5349,0.0,156.94342
5350,0.0,159.08844
5351,0.0,159.37279
5352,0.0,156.87167
5353,0.0,160.23889
5354,0.0,159.15842
5355,0.0,152.12354
5356,0.0,136.37823
5357,0.0,147.08008
5358,0.0,150.7997
5359,0.0,151.2291
5360,0.0,148.76187
5361,0.0,147.32008
5362,0.0,150.21909
5363,0.0,151.53044
5364,0.0,150.49721
5365,0.0,148.70958
5366,0.0,149.32053
5367,0.0,149.4133
5368,0.0,149.84544
5369,0.0,151.18398
5370,0.0,149.64874
5371,0.0,148.50053
5372,0.0,150.3051
5373,0.0,150.17809
5374,0.0,149.74693
5375,0.0,164.66518
5376,0.0,164.87358
5377,0.0,160.55943
5378,0.0,166.22232
5379,0.0,151.57016
5380,0.0,145.68106
5381,0.0,143.7819
5382,0.0,148.85878
5383,0.0,154.13472
5384,0.0,153.60327
5385,0.0,149.66545
5386,0.0,155.52605
5387,0.0,157.69504
5388,0.0,169.36147
5389,0.0,172.52167
5390,0.0,169.12009
5391,0.0,166.17339
5392,0.0,164.97673
5393,0.0,166.1212
5394,0.0,168.8962
5395,0.0,168.72942
5396,0.0,166.63266
5397,0.0,165.8371
5398,0.0,166.86552
5399,0.0,169.8477
5400,0.0,169.60318
5401,0.0,166.46791
5402,0.0,167.29742
5403,0.0,167.70773
5404,0.0,167.42053
5405,0.0,168.8182
5406,0.0,168.67708
5407,0.0,166.91406
5408,0.0,167.08353
5409,0.0,169.11133
5410,0.0,169.14569
5411,0.0,167.4489
5412,0.0,167.34569
5413,0.0,167.77472
5414,0.0,167.17992
5415,0.0,168.31659
5416,0.0,168.64406
5417,0.0,168.02055
5418,0.0,166.30182
5419,0.0,169.13696
5420,0.0,168.6536
5421,0.0,167.93538
5422,0.0,167.07336
5423,0.0,167.05629
5424,0.0,167.12654
5425,0.0,167.09592
5426,0.0,167.93874
5427,0.0,167.67691
5428,0.0,166.9658
5429,0.0,167.95573
5430,0.0,167.6676
5431,0.0,167.60483
5432,0.0,167.72562
5433,0.0,167.79213
5434,0.0,167.68294
5435,0.0,167.60336
5436,0.0,167.60263
5437,0.0,167.7774
5438,0.0,166.58652
5439,0.0,167.63654
5440,0.0,166.84624
5441,0.0,167.4599
5442,0.0,168.10577
5443,0.0,167.96985
5444,0.0,166.31721
5445,0.0,167.25343
5446,0.0,167.31544
5447,0.0,167.1771
5448,0.0,167.85574
5449,0.0,167.80717
5450,0.0,167.05511
5451,0.0,168.18767
5452,0.0,167.43796
5453,0.0,166.58017
5454,0.0,167.20459
5455,0.0,168.07355
5456,0.0,166.94305
5457,0.0,167.77545
5458,0.0,167.36223
5459,0.0,168.05573
5460,0.0,166.47972
5461,0.0,168.40263
5462,0.0,168.18507
5463,0.0,167.74323
5464,0.0,167.9406
5465,0.0,168.73479
5466,0.0,167.23459
5467,0.0,168.27924
5468,0.0,168.39507
5469,0.0,168.15044
5470,0.0,168.24539
5471,0.0,167.73276
5472,0.0,166.82755
5473,0.0,168.17622
5474,0.0,167.07884
5475,0.0,168.14932
5476,0.0,168.35403
5477,0.0,168.60175
5478,0.0,168.35916
5479,0.0,168.01982
5480,0.0,168.0967
5481,0.0,167.23479
5482,0.0,168.83952
5483,0.0,168.41176
5484,0.0,167.89383
5485,0.0,166.76884
5486,0.0,167.61124
5487,0.0,167.92358
5488,0.0,167.43246
5489,0.0,167.2243
5490,0.0,167.61484
5491,0.0,167.90562
5492,0.0,167.99559
5493,0.0,167.62488
5494,0.0,167.30423
5495,0.0,167.47255
5496,0.0,166.93253
5497,0.0,168.02304
5498,0.0,168.40608
5499,0.0,168.23462
5500,0.0,167.47119
5501,0.0,166.82603
5502,0.0,167.38399
5503,0.0,168.5272
5504,0.0,168.25407
5505,0.0,167.80588
5506,0.0,166.35374
5507,0.0,168.0741
5508,0.0,168.2459
5509,0.0,168.0477
5510,0.0,166.73265
5511,0.0,168.12387
5512,0.0,167.60562
5513,0.0,168.01169
5514,0.0,167.27713
5515,0.0,167.98593
5516,0.0,167.9536
5517,0.0,167.93103
5518,0.0,166.98737
5519,0.0,167.19696
5520,0.0,168.74268
5521,0.0,168.39407
5522,0.0,167.00888
5523,0.0,167.00136
5524,0.0,169.28783
5525,0.0,167.92616
5526,0.0,168.06717
5527,0.0,168.33073
5528,0.0,167.67702
5529,0.0,167.94571
5530,0.0,167.54013
5531,0.0,168.04164
5532,0.0,167.26677
5533,0.0,168.5186
5534,0.0,168.86015
5535,0.0,167.21407
5536,0.0,167.82396
5537,0.0,167.36766
5538,0.0,168.86919
5539,0.0,167.80171
5540,0.0,167.18123
5541,0.0,168.93867
5542,0.0,166.67734
5543,0.0,167.91046
5544,0.0,168.92235
5545,0.0,167.3356
5546,0.0,167.95325
5547,0.0,167.01212
5548,0.0,167.68672
5549,0.0,166.83417
5550,0.0,166.85933
5551,0.0,167.68748
5552,0.0,167.30653
5553,0.0,167.302
5554,0.0,167.48831
5555,0.0,166.45734
5556,0.0,167.97963
5557,0.0,167.53273
5558,0.0,166.17947
5559,0.0,167.87079
5560,0.0,167.0593
5561,0.0,168.06479
5562,0.0,167.0551
5563,0.0,166.50706
5564,0.0,167.26825
5565,0.0,166.383
5566,0.0,168.77853
5567,0.0,167.8808
5568,0.0,167.3856
5569,0.0,168.02867
5570,0.0,167.68605
5571,0.0,167.25165
5572,0.0,166.78925
5573,0.0,167.4778
5574,0.0,168.15706
5575,0.0,167.16887
5576,0.0,167.6811
5577,0.0,166.79576
5578,0.0,168.24109
5579,0.0,167.43825
5580,0.0,167.75455
5581,0.0,167.70596
5582,0.0,166.95334
5583,0.0,168.11116
5584,0.0,167.29396
5585,0.0,167.19598
5586,0.0,167.9686
5587,0.0,167.8917
5588,0.0,167.57724
5589,0.0,167.5228
5590,1.0,168.94884
5591,1.0,190.34589
5592,1.0,169.87529
5593,1.0,164.2885
5594,1.0,158.93166
5595,1.0,169.12616
5596,1.0,162.05783
5597,1.0,160.96523
5598,1.0,161.05899
5599,1.0,162.09099
5600,1.0,162.88075
5601,1.0,161.58115
5602,1.0,159.9565
5603,0.0,159.4995
5604,1.0,160.78508
5605,0.0,161.17929
5606,0.0,160.81718
5607,0.0,160.75185
5608,1.0,160.19615
5609,1.0,160.49246
5610,1.0,160.70796
5611,1.0,160.37985
5612,1.0,160.71973
5613,1.0,160.58084
5614,1.0,160.17508
5615,1.0,159.98749
5616,1.0,159.95415
5617,1.0,159.97087
5618,1.0,160.30421
5619,1.0,160.60526
5620,1.0,160.20903
5621,1.0,160.37184
5622,1.0,160.46165
5623,1.0,160.43578
5624,1.0,160.1991
5625,0.0,160.65172
5626,1.0,160.25711
5627,0.0,160.33281
5628,1.0,160.51674
5629,1.0,160.30888
5630,1.0,160.42511
5631,1.0,160.1701
5632,1.0,160.45186
5633,1.0,160.2973
5634,0.0,160.42741
5635,1.0,159.93604
5636,0.0,159.99364
5637,1.0,159.87315
5638,1.0,159.56506
5639,1.0,159.64539
5640,1.0,158.76367
5641,1.0,158.89333
5642,1.0,158.90126
5643,0.0,158.96982
5644,1.0,159.03595
5645,1.0,158.8132
5646,1.0,158.80203
5647,1.0,158.82115
5648,1.0,158.90625
5649,1.0,158.67719
5650,1.0,159.16455
5651,0.0,158.80794
5652,1.0,159.14725
5653,1.0,159.47618
5654,1.0,158.93892
5655,1.0,158.69092
5656,0.0,159.75931
5657,1.0,158.66942
5658,0.0,158.85048
5659,0.0,159.3989
5660,0.0,159.02074
5661,0.0,158.80403
5662,1.0,159.24776
5663,0.0,159.40552
5664,1.0,158.71118
5665,0.0,159.06596
5666,0.0,159.23419
5667,1.0,159.24573
5668,1.0,158.6835
5669,1.0,159.10037
5670,1.0,159.77405
5671,0.0,158.68703
5672,1.0,159.13814
5673,1.0,159.46616
5674,1.0,158.89229
5675,0.0,159.13364
5676,1.0,159.09955
5677,1.0,158.78758
5678,1.0,159.30472
5679,1.0,158.92871
5680,1.0,159.24573
5681,1.0,158.98
5682,0.0,159.08443
5683,1.0,158.93764
5684,0.0,159.1638
5685,0.0,159.00314
5686,1.0,158.98239
5687,1.0,159.11006
5688,0.0,159.13417
5689,0.0,159.20819
5690,1.0,158.9449
5691,1.0,158.93759
5692,1.0,159.16748
5693,1.0,158.93132
5694,1.0,159.12138
5695,0.0,159.11122
5696,1.0,159.01564
5697,0.0,159.03458
5698,1.0,159.16862
5699,1.0,158.68547
5700,0.0,159.16324
5701,1.0,158.84503
5702,1.0,159.37076
5703,1.0,158.92789
5704,1.0,159.00471
5705,0.0,159.03749
5706,1.0,159.10776
5707,1.0,158.91788
5708,0.0,159.08342
5709,1.0,159.24396
5710,1.0,159.02603
5711,1.0,159.1841
5712,1.0,158.97328
5713,1.0,158.84901
5714,1.0,158.7817
5715,1.0,159.42548
5716,0.0,158.94034
5717,1.0,159.06984
5718,1.0,159.4206
5719,1.0,158.72694
5720,1.0,159.34138
5721,1.0,158.94798
5722,1.0,158.97221
5723,1.0,158.95837
5724,1.0,159.2708
5725,0.0,158.92212
5726,0.0,158.98293
5727,0.0,159.28667
5728,1.0,159.14563
5729,1.0,159.32314
5730,0.0,158.66167
5731,1.0,159.23483
5732,1.0,159.1874
5733,1.0,158.9379
5734,1.0,159.16133
5735,1.0,159.21046
5736,1.0,159.50987
5737,0.0,158.86755
5738,0.0,159.0946
5739,1.0,159.21307
5740,0.0,158.74265
5741,1.0,159.12036
5742,0.0,159.25067
5743,0.0,159.14986
5744,0.0,159.06743
5745,1.0,158.99448
5746,1.0,159.19789
5747,1.0,158.79362
5748,1.0,159.41089
5749,1.0,159.05162
5750,0.0,159.09418
5751,0.0,159.31728
5752,1.0,158.85463
5753,1.0,159.31569
5754,0.0,159.09999
5755,1.0,159.09744
5756,0.0,159.03549
5757,1.0,159.03865
5758,1.0,159.36908
5759,0.0,158.85622
5760,1.0,159.16817
5761,1.0,159.12604
5762,1.0,159.00409
5763,0.0,159.20892
5764,1.0,158.9894
5765,1.0,159.02512
5766,1.0,158.9222
5767,1.0,159.04266
5768,1.0,159.1203
5769,1.0,158.81787
5770,1.0,159.28291
5771,1.0,159.13397
5772,1.0,158.8535
5773,1.0,159.25966
5774,0.0,158.99251
5775,0.0,159.05257
5776,0.0,158.69933
5777,0.0,159.54749
5778,1.0,158.95514
5779,0.0,158.72377
5780,0.0,159.02449
5781,0.0,159.53394
5782,1.0,159.04556
5783,1.0,159.00267
5784,0.0,158.86668
5785,1.0,159.21628
5786,0.0,159.11021
5787,1.0,159.23216
5788,0.0,159.05307
5789,0.0,159.14255
5790,0.0,158.77872
5791,1.0,159.39062
5792,1.0,161.27003
5793,0.0,159.51993
5794,1.0,159.76099
5795,1.0,159.56982
5796,0.0,159.518
5797,1.0,160.01126
5798,1.0,159.80116
5799,0.0,159.87038
5800,1.0,159.83052
5801,1.0,159.7512
5802,0.0,159.85051
5803,1.0,159.70325
5804,0.0,159.9417
5805,0.0,159.67516
5806,0.0,159.7916
5807,1.0,159.59741
5808,1.0,159.52557
5809,1.0,160.1134
5810,1.0,159.8136
5811,1.0,159.64383
5812,1.0,159.97096
5813,1.0,159.92097
5814,0.0,160.0601
5815,1.0,159.64415
5816,1.0,159.76508
5817,1.0,159.55919
5818,1.0,160.13658
5819,1.0,159.65573
5820,1.0,159.53706
5821,1.0,159.73477
5822,0.0,159.8853
5823,1.0,159.84128
5824,1.0,159.89488
5825,1.0,159.80128
5826,1.0,159.89453
5827,1.0,159.68304
5828,0.0,159.66714
5829,1.0,159.78323
5830,1.0,159.79666
5831,1.0,159.91908
5832,1.0,159.82323
5833,0.0,159.54333
5834,1.0,159.8053
5835,1.0,159.9403
5836,1.0,159.6764
5837,1.0,159.69942
5838,0.0,159.931
5839,1.0,159.64624
5840,0.0,160.0141
5841,1.0,159.67793
5842,1.0,159.57169
5843,0.0,160.293
5844,1.0,159.72705
5845,1.0,159.90436
5846,0.0,159.48933
5847,0.0,159.67151
5848,1.0,159.9036
5849,1.0,159.89189
5850,1.0,159.63089
5851,1.0,159.99863
5852,1.0,159.67934
5853,1.0,159.63217
5854,1.0,160.091
5855,1.0,159.7439
5856,1.0,159.63632
5857,1.0,159.55
5858,1.0,160.28201
5859,0.0,159.76718
5860,1.0,159.68935
5861,0.0,160.09564
5862,1.0,159.75928
5863,1.0,159.96288
5864,1.0,159.82397
5865,1.0,159.82294
5866,1.0,159.8422
5867,1.0,159.97964
5868,0.0,160.01805
5869,1.0,159.67496
5870,0.0,159.99245
5871,1.0,159.89487
5872,1.0,160.0073
5873,1.0,158.06853
5874,1.0,159.30537
5875,1.0,159.15216
5876,0.0,159.19197
5877,1.0,159.2734
5878,0.0,159.20795
5879,1.0,159.05984
5880,1.0,159.08623
5881,1.0,159.42589
5882,0.0,159.17964
5883,1.0,159.25003
5884,1.0,159.19528
5885,1.0,158.88559
5886,1.0,159.31635
5887,0.0,159.00914
5888,1.0,159.11774
5889,1.0,159.00992
5890,0.0,159.32599
5891,1.0,159.01134
5892,1.0,158.9297
5893,1.0,159.1652
5894,1.0,159.07553
5895,1.0,159.20572
5896,1.0,158.91731
5897,1.0,159.03545
5898,1.0,159.17313
5899,1.0,159.0342
5900,0.0,158.9139
5901,0.0,159.46089
5902,1.0,158.8848
5903,1.0,159.19252
5904,1.0,159.07622
5905,1.0,159.08739
5906,1.0,158.94589
5907,0.0,158.92429
5908,1.0,159.07709
5909,0.0,159.29166
5910,0.0,159.06923
5911,1.0,158.95526
5912,0.0,159.20322
5913,0.0,159.15993
5914,0.0,158.90463
5915,1.0,158.89047
5916,1.0,159.71083
5917,1.0,158.95847
5918,1.0,158.87363
5919,1.0,159.57877
5920,0.0,159.17818
5921,1.0,158.84879
5922,1.0,159.1257
5923,1.0,159.13179
5924,0.0,158.83162
5925,1.0,159.45697
5926,1.0,159.32741
5927,0.0,159.03616
5928,0.0,158.78973
5929,1.0,159.22467
5930,1.0,159.22672
5931,1.0,159.0072
5932,0.0,159.13538
5933,0.0,159.04613
5934,1.0,159.23737
5935,0.0,158.9966
5936,1.0,159.3172
5937,0.0,159.08344
5938,1.0,159.20811
5939,0.0,159.12776
5940,1.0,158.76746
5941,1.0,159.4699
5942,0.0,159.04214
5943,1.0,159.225
5944,0.0,158.71635
5945,1.0,159.47006
5946,1.0,159.01836
5947,0.0,159.31651
5948,1.0,158.8233
5949,1.0,159.29936
5950,1.0,159.09084
5951,1.0,158.9681
5952,0.0,159.06819
5953,1.0,159.29643
5954,1.0,158.95671
5955,1.0,159.4134
5956,1.0,158.89934
5957,0.0,159.30652
5958,1.0,159.25906
5959,0.0,159.24373
5960,1.0,158.94063
5961,0.0,159.44617
5962,1.0,158.87543
5963,0.0,159.17245
5964,1.0,159.20717
5965,1.0,159.53133
5966,1.0,158.8199
5967,1.0,159.1238
5968,1.0,159.66975
5969,0.0,159.25145
5970,1.0,158.61232
5971,1.0,159.49434
5972,1.0,159.38882
5973,1.0,158.66354
5974,1.0,159.48796
5975,1.0,159.31749
5976,0.0,158.98647
5977,1.0,159.06558
5978,1.0,159.45667
5979,1.0,159.11389
5980,1.0,159.03555
5981,0.0,159.5147
5982,0.0,159.0802
5983,0.0,159.24153
5984,1.0,159.36006
5985,1.0,158.8841
5986,1.0,159.46548
5987,1.0,158.95486
5988,0.0,159.62585
5989,1.0,159.23235
5990,1.0,158.98131
5991,1.0,159.53404
5992,0.0,159.42548
5993,1.0,158.93178
5994,1.0,159.10826
5995,1.0,159.28474
5996,1.0,159.1318
5997,0.0,159.2587
5998,1.0,159.05974
5999,0.0,159.09946
6000,1.0,159.37172
6001,1.0,159.3073
6002,1.0,159.19324
6003,1.0,158.97351
6004,0.0,159.0292
6005,0.0,159.47269
6006,1.0,159.24825
6007,1.0,159.2236
6008,0.0,159.42258
6009,1.0,159.07332
6010,1.0,159.28041
6011,0.0,159.29163
6012,0.0,159.26526
6013,1.0,159.30266
6014,1.0,158.92291
6015,1.0,159.5258
6016,1.0,159.23035
6017,1.0,159.11491
6018,0.0,159.37096
6019,1.0,159.2294
6020,1.0,159.1947
6021,1.0,159.11844
6022,1.0,159.3719
6023,1.0,158.94165
6024,0.0,159.49284
6025,1.0,159.13028
6026,1.0,159.1311
6027,1.0,159.28062
6028,1.0,159.05167
6029,0.0,159.56403
6030,0.0,159.0687
6031,1.0,159.53975
6032,0.0,159.20738
6033,1.0,158.93967
6034,0.0,159.79597
6035,1.0,159.04987
6036,0.0,159.31866
6037,1.0,159.42418
6038,1.0,158.94783
6039,0.0,159.27852
6040,1.0,159.44852
6041,1.0,159.26593
6042,0.0,159.09933
6043,0.0,159.28798
6044,0.0,159.39006
6045,1.0,159.05319
6046,1.0,159.04933
6047,1.0,159.41629
6048,1.0,159.06685
6049,1.0,159.22653
6050,1.0,159.15619
6051,1.0,159.33179
6052,1.0,159.19676
6053,0.0,159.0249
6054,0.0,159.25839
6055,0.0,159.20102
6056,0.0,159.25957
6057,1.0,159.2191
6058,0.0,159.16898
6059,1.0,159.28133
6060,1.0,158.85683
6061,1.0,159.22438
6062,1.0,159.1505
6063,0.0,158.92491
6064,0.0,159.44466
6065,1.0,158.73006
6066,1.0,159.31866
6067,1.0,159.05304
6068,1.0,159.0937
6069,1.0,159.27449
6070,1.0,158.90184
6071,0.0,159.14917
6072,1.0,158.88965
6073,1.0,159.19157
6074,0.0,159.08458
6075,0.0,159.22826
6076,1.0,158.88246
6077,0.0,158.90744
6078,0.0,159.3706
6079,0.0,159.17296
6080,1.0,158.93687
6081,1.0,159.19606
6082,1.0,159.07811
6083,1.0,159.10992
6084,1.0,159.01347
6085,1.0,159.13643
6086,0.0,158.92159
6087,1.0,159.02118
6088,1.0,159.1994
6089,0.0,159.10565
6090,1.0,159.10194
6091,1.0,159.01364
6092,1.0,158.85368
6093,0.0,159.31683
6094,0.0,159.25998
6095,1.0,158.34966
6096,1.0,159.08246
6097,0.0,159.18271
6098,1.0,158.65392
6099,0.0,159.22543
6100,1.0,158.81372
6101,0.0,158.96748
6102,1.0,159.02963
6103,0.0,158.87276
6104,1.0,159.25163
6105,1.0,158.78926
6106,0.0,159.03366
6107,1.0,159.18971
6108,1.0,158.7087
6109,0.0,158.94519
6110,1.0,158.86633
6111,1.0,159.15565
6112,1.0,159.03345
6113,0.0,158.83199
6114,1.0,158.82841
6115,0.0,159.3789
6116,1.0,158.78644
6117,1.0,158.96936
6118,0.0,158.77054
6119,1.0,158.99092
6120,1.0,158.8742
6121,0.0,158.97261
6122,0.0,159.12587
6123,0.0,159.03958
6124,1.0,158.76558
6125,1.0,158.81616
6126,0.0,159.21182
6127,1.0,158.80412
6128,1.0,159.07297
6129,0.0,159.0234
6130,1.0,158.76314
6131,0.0,159.10481
6132,1.0,158.94238
6133,1.0,159.00014
6134,1.0,158.97273
6135,1.0,158.93503
6136,1.0,159.01184
6137,1.0,159.07167
6138,1.0,159.10214
6139,1.0,158.90144
6140,0.0,159.17781
6141,1.0,158.78242
6142,1.0,158.86719
6143,1.0,159.1066
6144,1.0,158.9187
6145,1.0,158.76149
6146,1.0,158.82352
6147,0.0,158.95764
6148,0.0,158.81842
6149,1.0,158.82294
6150,0.0,158.99231
6151,1.0,159.0415
6152,1.0,158.80806
6153,0.0,158.90924
6154,1.0,159.13478
6155,1.0,158.75528
6156,1.0,159.18831
6157,1.0,158.72726
6158,0.0,158.80266
6159,1.0,159.3655
6160,1.0,158.83981
6161,1.0,158.64772
6162,0.0,159.51422
6163,1.0,158.68246
6164,0.0,158.6725
6165,1.0,159.14534
6166,1.0,158.8491
6167,1.0,159.3983
6168,1.0,158.96281
6169,0.0,158.59329
6170,0.0,158.96918
6171,1.0,158.75249
6172,0.0,159.19684
6173,1.0,158.93549
6174,1.0,159.34573
6175,1.0,158.50043
6176,1.0,159.0336
6177,1.0,159.16823
6178,1.0,158.8209
6179,0.0,159.09764
6180,1.0,158.94586
6181,0.0,158.6578
6182,1.0,159.09818
6183,1.0,159.19928
6184,0.0,159.10078
6185,1.0,158.93387
6186,0.0,159.10991
6187,0.0,159.05429
6188,1.0,159.13483
6189,1.0,158.93364
6190,1.0,159.10092
6191,0.0,159.02385
6192,1.0,159.04945
6193,1.0,159.06781
6194,0.0,159.03622
6195,1.0,159.04665
6196,0.0,158.88931
6197,0.0,158.64331
6198,1.0,159.38193
6199,1.0,159.15742
6200,0.0,159.07666
6201,0.0,159.10422
6202,1.0,159.04654
6203,1.0,158.87552
6204,1.0,158.97519
6205,1.0,159.06659
6206,0.0,159.10684
6207,0.0,158.91534
6208,0.0,159.25298
6209,1.0,158.70175
6210,0.0,159.34363
6211,0.0,158.82507
6212,0.0,159.18214
6213,0.0,158.98035
6214,0.0,159.27036
6215,1.0,158.92076
6216,1.0,159.16066
6217,1.0,158.88362
6218,0.0,159.1736
6219,1.0,159.36478
6220,1.0,158.80246
6221,1.0,159.1926
6222,1.0,159.12213
6223,0.0,158.93889
6224,1.0,159.03941
6225,1.0,159.34454
6226,1.0,158.81293
6227,1.0,159.19133
6228,0.0,158.95459
6229,0.0,159.20192
6230,0.0,159.02167
6231,1.0,158.9355
6232,0.0,158.96725
6233,0.0,159.49455
6234,0.0,158.97603
6235,1.0,159.02692
6236,0.0,159.16104
6237,0.0,159.13002
6238,1.0,159.02226
6239,1.0,159.2923
6240,0.0,158.90538
6241,1.0,159.2572
6242,0.0,159.17854
6243,1.0,158.91518
6244,1.0,159.25833
6245,0.0,158.89883
6246,1.0,159.30624
6247,1.0,158.85478
6248,1.0,159.34792
6249,0.0,158.96358
6250,1.0,159.56879
6251,0.0,159.18614
6252,1.0,159.22906
6253,1.0,159.34856
6254,1.0,159.08456
6255,0.0,159.34213
6256,1.0,159.3203
6257,1.0,159.01796
6258,0.0,159.38203
6259,0.0,159.1942
6260,1.0,159.18166
6261,0.0,159.1745
6262,0.0,159.35118
6263,1.0,159.20102
6264,0.0,159.19496
6265,1.0,159.27014
6266,0.0,159.26926
6267,0.0,159.03905
6268,1.0,159.34402
6269,1.0,159.04549
6270,0.0,159.02917
6271,1.0,159.31978
6272,0.0,159.43408
6273,0.0,158.969
6274,1.0,159.34477
6275,0.0,159.17401
6276,1.0,159.14691
6277,1.0,159.04655
6278,1.0,159.53212
6279,0.0,159.19254
6280,0.0,159.04124
6281,1.0,159.04312
6282,1.0,159.36882
6283,1.0,158.9574
6284,0.0,159.09404
6285,1.0,159.35904
6286,1.0,158.80869
6287,0.0,158.97768
6288,1.0,159.3898
6289,1.0,158.904
6290,0.0,158.60622
6291,1.0,159.38167
6292,1.0,159.44327
6293,1.0,158.28453
6294,0.0,159.34796
6295,1.0,159.32866
6296,1.0,159.01636
6297,0.0,159.22646
6298,1.0,159.04239
6299,0.0,158.70462
6300,1.0,159.23569
6301,1.0,159.4221
6302,1.0,159.06131
6303,0.0,159.13837
6304,1.0,159.32178
6305,1.0,158.8366
6306,0.0,159.16602
6307,0.0,159.1842
6308,1.0,159.05177
6309,1.0,158.987
6310,0.0,159.22409
6311,0.0,158.81561
6312,0.0,159.40347
6313,1.0,158.88678
6314,1.0,159.12894
6315,0.0,158.9313
6316,1.0,159.24234
6317,1.0,159.0961
6318,0.0,159.09169
6319,1.0,159.21678
6320,1.0,159.02048
6321,1.0,159.14745
6322,1.0,159.01396
6323,1.0,159.19264
6324,1.0,159.13788
6325,1.0,159.03015
6326,1.0,159.18198
6327,1.0,158.76125
6328,0.0,159.2302
6329,1.0,159.13316
6330,0.0,158.8122
6331,0.0,159.21814
6332,1.0,159.07909
6333,0.0,159.0769
6334,0.0,159.04906
6335,1.0,158.99355
6336,1.0,158.9889
6337,0.0,159.22954
6338,0.0,159.18433
6339,1.0,159.07574
6340,1.0,159.01521
6341,1.0,159.14589
6342,0.0,158.95624
6343,1.0,158.86789
6344,1.0,159.3579
6345,1.0,158.8586
6346,1.0,158.99155
6347,0.0,159.65297
6348,1.0,158.71265
6349,0.0,158.71635
6350,1.0,159.26553
6351,1.0,158.85127
6352,0.0,158.53452
6353,1.0,159.25862
6354,1.0,159.45432
6355,0.0,158.7228
6356,0.0,158.7524
6357,1.0,159.49944
6358,1.0,158.67767
